"step_idx","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - _step","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - _step__MIN","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - _step__MAX","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - train mean (50 episode rewards)","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - train mean (50 episode rewards)__MIN","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - train mean (50 episode rewards)__MAX"
"94794","767","767","767","248.29907126504457","248.29907126504457","248.29907126504457"
"94848","768","768","768","248.11783660563486","248.11783660563486","248.11783660563486"
"95798","769","769","769","254.19249448792417","254.19249448792417","254.19249448792417"
"96024","770","770","770","238.78982470421943","238.78982470421943","238.78982470421943"
"96082","771","771","771","238.9324680163891","238.9324680163891","238.9324680163891"
"96142","772","772","772","239.1388924352784","239.1388924352784","239.1388924352784"
"96200","773","773","773","239.60001220630636","239.60001220630636","239.60001220630636"
"96254","774","774","774","239.72820141070468","239.72820141070468","239.72820141070468"
"96313","775","775","775","240.2182434436142","240.2182434436142","240.2182434436142"
"96369","776","776","776","240.17706462871757","240.17706462871757","240.17706462871757"
"96425","777","777","777","240.33669246931123","240.33669246931123","240.33669246931123"
"96479","778","778","778","240.2462177245513","240.2462177245513","240.2462177245513"
"97057","779","779","779","275.95494773807627","275.95494773807627","275.95494773807627"
"97124","780","780","780","275.60333945835896","275.60333945835896","275.60333945835896"
"97186","781","781","781","276.6333085712729","276.6333085712729","276.6333085712729"
"97251","782","782","782","276.48587279225126","276.48587279225126","276.48587279225126"
"97312","783","783","783","277.4350220336345","277.4350220336345","277.4350220336345"
"97370","784","784","784","277.0870843489891","277.0870843489891","277.0870843489891"
"97427","785","785","785","277.3735793728968","277.3735793728968","277.3735793728968"
"97479","786","786","786","276.3313597844331","276.3313597844331","276.3313597844331"
"97529","787","787","787","276.3898822416474","276.3898822416474","276.3898822416474"
"97584","788","788","788","275.8853718791456","275.8853718791456","275.8853718791456"
"98016","789","789","789","299.8049333703464","299.8049333703464","299.8049333703464"
"98091","790","790","790","301.4611294561124","301.4611294561124","301.4611294561124"
"98154","791","791","791","301.19133567714357","301.19133567714357","301.19133567714357"
"98211","792","792","792","301.9977131358721","301.9977131358721","301.9977131358721"
"98265","793","793","793","301.0794806981957","301.0794806981957","301.0794806981957"
"98325","794","794","794","302.0868128591072","302.0868128591072","302.0868128591072"
"98387","795","795","795","301.545558717133","301.545558717133","301.545558717133"
"98442","796","796","796","302.2766043714505","302.2766043714505","302.2766043714505"
"98497","797","797","797","302.01130318742094","302.01130318742094","302.01130318742094"
"98555","798","798","798","302.9976263173208","302.9976263173208","302.9976263173208"
"98714","799","799","799","304.7795552932483","304.7795552932483","304.7795552932483"
"98780","800","800","800","305.40820499708843","305.40820499708843","305.40820499708843"
"98837","801","801","801","305.474849952951","305.474849952951","305.474849952951"
"98890","802","802","802","305.13833915551936","305.13833915551936","305.13833915551936"
"98943","803","803","803","304.2046173654179","304.2046173654179","304.2046173654179"
"98995","804","804","804","304.3650596298303","304.3650596298303","304.3650596298303"
"99048","805","805","805","303.9869006157412","303.9869006157412","303.9869006157412"
"99103","806","806","806","304.0444203146608","304.0444203146608","304.0444203146608"
"99165","807","807","807","304.109289995616","304.109289995616","304.109289995616"
"99218","808","808","808","303.9319744432286","303.9319744432286","303.9319744432286"
"101161","809","809","809","452.69389067952346","452.69389067952346","452.69389067952346"
"101503","810","810","810","479.08742105177873","479.08742105177873","479.08742105177873"
"101561","811","811","811","479.89264339195705","479.89264339195705","479.89264339195705"
"101622","812","812","812","479.4720929928792","479.4720929928792","479.4720929928792"
"101684","813","813","813","480.9357175541125","480.9357175541125","480.9357175541125"
"101740","814","814","814","480.61209177751067","480.61209177751067","480.61209177751067"
"101800","815","815","815","481.65019242563","481.65019242563","481.65019242563"
"101852","816","816","816","480.9315717402055","480.9315717402055","480.9315717402055"
"101907","817","817","817","481.3799503000095","481.3799503000095","481.3799503000095"
"101962","818","818","818","481.01590989690686","481.01590989690686","481.01590989690686"
"102087","819","819","819","418.0388017675273","418.0388017675273","418.0388017675273"
"102145","820","820","820","406.26085707753964","406.26085707753964","406.26085707753964"
"102200","821","821","821","405.76472394996125","405.76472394996125","405.76472394996125"
"102251","822","822","822","405.5509283068215","405.5509283068215","405.5509283068215"
"102303","823","823","823","405.07767486484414","405.07767486484414","405.07767486484414"
"102353","824","824","824","405.0474269285315","405.0474269285315","405.0474269285315"
"102401","825","825","825","404.2392568794374","404.2392568794374","404.2392568794374"
"102456","826","826","826","404.40877505375806","404.40877505375806","404.40877505375806"
"102517","827","827","827","404.4955450247492","404.4955450247492","404.4955450247492"
"102571","828","828","828","404.63341028366057","404.63341028366057","404.63341028366057"
"102710","829","829","829","369.19292071405835","369.19292071405835","369.19292071405835"
"102778","830","830","830","369.879862217989","369.879862217989","369.879862217989"
"102844","831","831","831","369.14677392121143","369.14677392121143","369.14677392121143"
"102902","832","832","832","369.5051653953926","369.5051653953926","369.5051653953926"
"102953","833","833","833","368.54339024337986","368.54339024337986","368.54339024337986"
"103005","834","834","834","368.7217670364682","368.7217670364682","368.7217670364682"
"103064","835","835","835","368.42360551632225","368.42360551632225","368.42360551632225"
"103119","836","836","836","368.96382937028073","368.96382937028073","368.96382937028073"
"103174","837","837","837","368.9119897831393","368.9119897831393","368.9119897831393"
"103227","838","838","838","369.17337895812625","369.17337895812625","369.17337895812625"
"103370","839","839","839","346.8883515766331","346.8883515766331","346.8883515766331"
"103433","840","840","840","344.7872256512809","344.7872256512809","344.7872256512809"
"103488","841","841","841","344.7691271271132","344.7691271271132","344.7691271271132"
"103541","842","842","842","343.8331761545407","343.8331761545407","343.8331761545407"
"103591","843","843","843","344.1639451222116","344.1639451222116","344.1639451222116"
"103638","844","844","844","343.00630254402495","343.00630254402495","343.00630254402495"
"103685","845","845","845","342.82068713408","342.82068713408","342.82068713408"
"103735","846","846","846","342.20279970028093","342.20279970028093","342.20279970028093"
"103793","847","847","847","342.7452800188714","342.7452800188714","342.7452800188714"
"103846","848","848","848","342.1551093687993","342.1551093687993","342.1551093687993"
"103946","849","849","849","339.3649524535893","339.3649524535893","339.3649524535893"
"104007","850","850","850","339.75558554535","339.75558554535","339.75558554535"
"104068","851","851","851","339.47614243608894","339.47614243608894","339.47614243608894"
"104133","852","852","852","340.5974486717356","340.5974486717356","340.5974486717356"
"104189","853","853","853","340.35040365542517","340.35040365542517","340.35040365542517"
"104245","854","854","854","340.8815658856579","340.8815658856579","340.8815658856579"
"104306","855","855","855","340.96898408951745","340.96898408951745","340.96898408951745"
"104360","856","856","856","341.24409253171757","341.24409253171757","341.24409253171757"
"104418","857","857","857","340.7984678832969","340.7984678832969","340.7984678832969"
"104480","858","858","858","341.55964503656804","341.55964503656804","341.55964503656804"
"104867","859","859","859","209.8425772418303","209.8425772418303","209.8425772418303"
"105083","860","860","860","194.62720949316227","194.62720949316227","194.62720949316227"
"105603","861","861","861","243.1641584717064","243.1641584717064","243.1641584717064"
"105756","862","862","862","255.76669126294303","255.76669126294303","255.76669126294303"
"105815","863","863","863","254.55626653215248","254.55626653215248","254.55626653215248"
"105877","864","864","864","255.60843912680662","255.60843912680662","255.60843912680662"
"105934","865","865","865","254.861844773097","254.861844773097","254.861844773097"
"105988","866","866","866","255.50615495485857","255.50615495485857","255.50615495485857"
"106040","867","867","867","254.8309112551948","254.8309112551948","254.8309112551948"
"106091","868","868","868","255.1251412861924","255.1251412861924","255.1251412861924"
"106584","869","869","869","287.2137468525966","287.2137468525966","287.2137468525966"
"106647","870","870","870","287.53503296821185","287.53503296821185","287.53503296821185"
"106705","871","871","871","288.1097211374143","288.1097211374143","288.1097211374143"
"106761","872","872","872","288.1255213961051","288.1255213961051","288.1255213961051"
"106817","873","873","873","288.4165748640128","288.4165748640128","288.4165748640128"
"106871","874","874","874","288.43224784674004","288.43224784674004","288.43224784674004"
"106922","875","875","875","288.71555367837186","288.71555367837186","288.71555367837186"
"106986","876","876","876","289.0305654728241","289.0305654728241","289.0305654728241"
"107039","877","877","877","288.7346474874513","288.7346474874513","288.7346474874513"
"107097","878","878","878","288.8783714529125","288.8783714529125","288.8783714529125"
"109149","879","879","879","457.05081146346595","457.05081146346595","457.05081146346595"
"109203","880","880","880","455.83043979974025","455.83043979974025","455.83043979974025"
"109268","881","881","881","456.0219469540165","456.0219469540165","456.0219469540165"
"109332","882","882","882","456.4355760356343","456.4355760356343","456.4355760356343"
"109394","883","883","883","456.77189571339443","456.77189571339443","456.77189571339443"
"109453","884","884","884","457.1723793270194","457.1723793270194","457.1723793270194"
"109514","885","885","885","457.1721981400609","457.1721981400609","457.1721981400609"
"109578","886","886","886","457.7665834216116","457.7665834216116","457.7665834216116"
"109644","887","887","887","458.08048482383657","458.08048482383657","458.08048482383657"
"109706","888","888","888","458.56686715323104","458.56686715323104","458.56686715323104"
"110468","889","889","889","492.58898007808557","492.58898007808557","492.58898007808557"
"110568","890","890","890","494.50696344773894","494.50696344773894","494.50696344773894"
"113179","891","891","891","700.6820661445521","700.6820661445521","700.6820661445521"
"113247","892","892","892","702.1311451993967","702.1311451993967","702.1311451993967"
"113311","893","893","893","702.5513023406577","702.5513023406577","702.5513023406577"
"113366","894","894","894","703.2077368123487","703.2077368123487","703.2077368123487"
"113417","895","895","895","703.3528544775181","703.3528544775181","703.3528544775181"
"113475","896","896","896","703.8288616886624","703.8288616886624","703.8288616886624"
"113535","897","897","897","703.9359114010163","703.9359114010163","703.9359114010163"
"113594","898","898","898","704.0923322195928","704.0923322195928","704.0923322195928"
"115203","899","899","899","808.1727500559313","808.1727500559313","808.1727500559313"
"115520","900","900","900","827.217355334725","827.217355334725","827.217355334725"
"115581","901","901","901","827.4028738502092","827.4028738502092","827.4028738502092"
"115632","902","902","902","826.6649434470859","826.6649434470859","826.6649434470859"
"115683","903","903","903","826.4426892883317","826.4426892883317","826.4426892883317"
"115740","904","904","904","826.5859911003733","826.5859911003733","826.5859911003733"
"115792","905","905","905","825.9355417499168","825.9355417499168","825.9355417499168"
"115845","906","906","906","826.0640056807298","826.0640056807298","826.0640056807298"
"115898","907","907","907","825.6350321572202","825.6350321572202","825.6350321572202"
"115951","908","908","908","825.3393124234331","825.3393124234331","825.3393124234331"
"116082","909","909","909","807.8762898069855","807.8762898069855","807.8762898069855"
"116145","910","910","910","796.8555600176794","796.8555600176794","796.8555600176794"
"116205","911","911","911","747.6509077378588","747.6509077378588","747.6509077378588"
"116255","912","912","912","735.0188318157531","735.0188318157531","735.0188318157531"
"116309","913","913","913","734.9066954710403","734.9066954710403","734.9066954710403"
"116368","914","914","914","734.6271132323807","734.6271132323807","734.6271132323807"
"116426","915","915","915","734.4568485392523","734.4568485392523","734.4568485392523"
"116481","916","916","916","734.4972483271217","734.4972483271217","734.4972483271217"
"116538","917","917","917","734.784054817107","734.784054817107","734.784054817107"
"116596","918","918","918","735.0937356175449","735.0937356175449","735.0937356175449"
"116717","919","919","919","702.5439214249412","702.5439214249412","702.5439214249412"
"116779","920","920","920","702.2407105244797","702.2407105244797","702.2407105244797"
"116837","921","921","921","701.9143097767164","701.9143097767164","701.9143097767164"
"116890","922","922","922","702.1158063832067","702.1158063832067","702.1158063832067"
"116944","923","923","923","701.7254488730522","701.7254488730522","701.7254488730522"
"116996","924","924","924","702.0638379804748","702.0638379804748","702.0638379804748"
"117049","925","925","925","701.7952152667064","701.7952152667064","701.7952152667064"
"117102","926","926","926","701.6646687444565","701.6646687444565","701.6646687444565"
"117159","927","927","927","701.5223013338567","701.5223013338567","701.5223013338567"
"117215","928","928","928","701.7797888885532","701.7797888885532","701.7797888885532"
"117341","929","929","929","534.0562165633911","534.0562165633911","534.0562165633911"
"117402","930","930","930","533.9403240578108","533.9403240578108","533.9403240578108"
"117465","931","931","931","534.9785061500108","534.9785061500108","534.9785061500108"
"117525","932","932","932","534.0202392030296","534.0202392030296","534.0202392030296"
"117583","933","933","933","534.3526710033234","534.3526710033234","534.3526710033234"
"117631","934","934","934","533.4438145083969","533.4438145083969","533.4438145083969"
"117682","935","935","935","533.3613257422421","533.3613257422421","533.3613257422421"
"117733","936","936","936","532.3019896430072","532.3019896430072","532.3019896430072"
"117791","937","937","937","532.2878790552705","532.2878790552705","532.2878790552705"
"117844","938","938","938","531.5573465403821","531.5573465403821","531.5573465403821"
"117968","939","939","939","496.4428400348686","496.4428400348686","496.4428400348686"
"118038","940","940","940","495.25156428512753","495.25156428512753","495.25156428512753"
"118095","941","941","941","288.9231442822278","288.9231442822278","288.9231442822278"
"118148","942","942","942","287.9925602336851","287.9925602336851","287.9925602336851"
"118206","943","943","943","287.72965081113375","287.72965081113375","287.72965081113375"
"118258","944","944","944","287.666109651927","287.666109651927","287.666109651927"
"118311","945","945","945","287.5109251994173","287.5109251994173","287.5109251994173"
"118373","946","946","946","287.9037363992301","287.9037363992301","287.9037363992301"
"118429","947","947","947","287.3595886095959","287.3595886095959","287.3595886095959"
"118488","948","948","948","287.74405864127164","287.74405864127164","287.74405864127164"
"119654","949","949","949","267.7299861536756","267.7299861536756","267.7299861536756"
"119722","950","950","950","249.24573820997517","249.24573820997517","249.24573820997517"
"119779","951","951","951","248.97603783698608","248.97603783698608","248.97603783698608"
"119845","952","952","952","249.63389187691453","249.63389187691453","249.63389187691453"
"119898","953","953","953","249.71686201482143","249.71686201482143","249.71686201482143"
"119945","954","954","954","249.14769861890466","249.14769861890466","249.14769861890466"
"119997","955","955","955","249.2857133744757","249.2857133744757","249.2857133744757"
"120050","956","956","956","249.19044228362915","249.19044228362915","249.19044228362915"
"120107","957","957","957","249.40363956978715","249.40363956978715","249.40363956978715"
"120162","958","958","958","249.38937774165578","249.38937774165578","249.38937774165578"
"120276","959","959","959","249.16754220997404","249.16754220997404","249.16754220997404"
"120333","960","960","960","248.92126587171902","248.92126587171902","248.92126587171902"
"120389","961","961","961","248.72971259671928","248.72971259671928","248.72971259671928"
"120445","962","962","962","249.01411221973842","249.01411221973842","249.01411221973842"
"120496","963","963","963","248.93878622759001","248.93878622759001","248.93878622759001"
"120550","964","964","964","248.67249817404848","248.67249817404848","248.67249817404848"
"120605","965","965","965","248.65191372868753","248.65191372868753","248.65191372868753"
"120661","966","966","966","248.7241781571024","248.7241781571024","248.7241781571024"
"120711","967","967","967","248.40026876975907","248.40026876975907","248.40026876975907"
"120768","968","968","968","248.3648979754698","248.3648979754698","248.3648979754698"
"120910","969","969","969","249.45799408206753","249.45799408206753","249.45799408206753"
"120975","970","970","970","249.30993367500986","249.30993367500986","249.30993367500986"
"121034","971","971","971","249.58262292988482","249.58262292988482","249.58262292988482"
"121091","972","972","972","249.37080715054566","249.37080715054566","249.37080715054566"
"121141","973","973","973","249.55703594654787","249.55703594654787","249.55703594654787"
"121192","974","974","974","249.05884812245984","249.05884812245984","249.05884812245984"
"121242","975","975","975","249.3501858928327","249.3501858928327","249.3501858928327"
"121298","976","976","976","249.0671654380372","249.0671654380372","249.0671654380372"
"121354","977","977","977","249.39491764471006","249.39491764471006","249.39491764471006"
"121412","978","978","978","249.078422262446","249.078422262446","249.078422262446"
"122298","979","979","979","310.7877616026182","310.7877616026182","310.7877616026182"
"122421","980","980","980","316.79896983305565","316.79896983305565","316.79896983305565"
"122488","981","981","981","316.27870550016576","316.27870550016576","316.27870550016576"
"122545","982","982","982","316.2613651666715","316.2613651666715","316.2613651666715"
"122602","983","983","983","316.30883053027407","316.30883053027407","316.30883053027407"
"122655","984","984","984","316.48499865480693","316.48499865480693","316.48499865480693"
"122707","985","985","985","316.5365430524875","316.5365430524875","316.5365430524875"
"122761","986","986","986","316.6029865469083","316.6029865469083","316.6029865469083"
"122822","987","987","987","316.88120338830544","316.88120338830544","316.88120338830544"
"122875","988","988","988","316.83429787110424","316.83429787110424","316.83429787110424"
"123021","989","989","989","317.66586148772393","317.66586148772393","317.66586148772393"
"123087","990","990","990","317.88611817254116","317.88611817254116","317.88611817254116"
"123143","991","991","991","317.80239525724005","317.80239525724005","317.80239525724005"
"123193","992","992","992","317.2381895244334","317.2381895244334","317.2381895244334"
"123248","993","993","993","317.1376273352755","317.1376273352755","317.1376273352755"
"123305","994","994","994","317.2028867196654","317.2028867196654","317.2028867196654"
"123355","995","995","995","317.2239926550184","317.2239926550184","317.2239926550184"
"123409","996","996","996","316.69302638127994","316.69302638127994","316.69302638127994"
"123461","997","997","997","316.6538653572795","316.6538653572795","316.6538653572795"
"123509","998","998","998","316.00876423234826","316.00876423234826","316.00876423234826"
"123615","999","999","999","231.9637656799348","231.9637656799348","231.9637656799348"
"123678","1000","1000","1000","231.34129418674965","231.34129418674965","231.34129418674965"
"123732","1001","1001","1001","231.25087038336903","231.25087038336903","231.25087038336903"
"123787","1002","1002","1002","230.8651544573779","230.8651544573779","230.8651544573779"
"123838","1003","1003","1003","230.72339311160493","230.72339311160493","230.72339311160493"
"123890","1004","1004","1004","230.94149049888915","230.94149049888915","230.94149049888915"
"123945","1005","1005","1005","231.1375529904445","231.1375529904445","231.1375529904445"
"124009","1006","1006","1006","231.6442295034636","231.6442295034636","231.6442295034636"
"124069","1007","1007","1007","231.89283238700023","231.89283238700023","231.89283238700023"
"124125","1008","1008","1008","231.86352686634774","231.86352686634774","231.86352686634774"
"124250","1009","1009","1009","232.41583565840753","232.41583565840753","232.41583565840753"
"124310","1010","1010","1010","232.2710445791314","232.2710445791314","232.2710445791314"
"124373","1011","1011","1011","232.84175518144298","232.84175518144298","232.84175518144298"
"124432","1012","1012","1012","232.70715943188847","232.70715943188847","232.70715943188847"
"124491","1013","1013","1013","233.3636846275819","233.3636846275819","233.3636846275819"
"124551","1014","1014","1014","233.49841305950147","233.49841305950147","233.49841305950147"
"124608","1015","1015","1015","233.7053333650141","233.7053333650141","233.7053333650141"
"124661","1016","1016","1016","233.46081010716426","233.46081010716426","233.46081010716426"
"124711","1017","1017","1017","233.55985567159289","233.55985567159289","233.55985567159289"
"124764","1018","1018","1018","233.26241196829687","233.26241196829687","233.26241196829687"
"125280","1019","1019","1019","264.2520509395379","264.2520509395379","264.2520509395379"
"125340","1020","1020","1020","264.5335097911732","264.5335097911732","264.5335097911732"
"125394","1021","1021","1021","263.90001369545587","263.90001369545587","263.90001369545587"
"125445","1022","1022","1022","263.88218156362626","263.88218156362626","263.88218156362626"
"125494","1023","1023","1023","263.67018482946753","263.67018482946753","263.67018482946753"
"125544","1024","1024","1024","263.8106884340609","263.8106884340609","263.8106884340609"
"125598","1025","1025","1025","263.7890427679679","263.7890427679679","263.7890427679679"
"125649","1026","1026","1026","263.7395361633223","263.7395361633223","263.7395361633223"
"125701","1027","1027","1027","263.3714302628761","263.3714302628761","263.3714302628761"
"125750","1028","1028","1028","263.11136284873703","263.11136284873703","263.11136284873703"
"126535","1029","1029","1029","254.5698425193156","254.5698425193156","254.5698425193156"
"128111","1030","1030","1030","372.1141073587537","372.1141073587537","372.1141073587537"
"128787","1031","1031","1031","421.3466741824577","421.3466741824577","421.3466741824577"
"129239","1032","1032","1032","459.6487844096405","459.6487844096405","459.6487844096405"
"129324","1033","1033","1033","462.88175946536677","462.88175946536677","462.88175946536677"
"129376","1034","1034","1034","462.9294919961882","462.9294919961882","462.9294919961882"
"129434","1035","1035","1035","463.2447937885556","463.2447937885556","463.2447937885556"
"129491","1036","1036","1036","463.6227000641447","463.6227000641447","463.6227000641447"
"129545","1037","1037","1037","463.20351257502887","463.20351257502887","463.20351257502887"
"129600","1038","1038","1038","463.53278102848685","463.53278102848685","463.53278102848685"
"129718","1039","1039","1039","462.4380972831912","462.4380972831912","462.4380972831912"
"129781","1040","1040","1040","461.9280518618117","461.9280518618117","461.9280518618117"
"129838","1041","1041","1041","461.95993214181277","461.95993214181277","461.95993214181277"
"129893","1042","1042","1042","462.43856627760056","462.43856627760056","462.43856627760056"
"129953","1043","1043","1043","462.4601081226425","462.4601081226425","462.4601081226425"
"130014","1044","1044","1044","462.7866058995415","462.7866058995415","462.7866058995415"
"130076","1045","1045","1045","463.27386167390506","463.27386167390506","463.27386167390506"
"130137","1046","1046","1046","463.7507206076842","463.7507206076842","463.7507206076842"
"130190","1047","1047","1047","463.68213244629237","463.68213244629237","463.68213244629237"
"130239","1048","1048","1048","463.79899122262555","463.79899122262555","463.79899122262555"
"131500","1049","1049","1049","550.7500226474053","550.7500226474053","550.7500226474053"
"132123","1050","1050","1050","602.2240943197155","602.2240943197155","602.2240943197155"
"134688","1051","1051","1051","790.2241371192601","790.2241371192601","790.2241371192601"
"135086","1052","1052","1052","814.8915998734572","814.8915998734572","814.8915998734572"
"136002","1053","1053","1053","881.3442517720033","881.3442517720033","881.3442517720033"
"136622","1054","1054","1054","923.9352535546078","923.9352535546078","923.9352535546078"
"136713","1055","1055","1055","927.586379282968","927.586379282968","927.586379282968"
"136772","1056","1056","1056","926.9451494469052","926.9451494469052","926.9451494469052"
"136825","1057","1057","1057","927.3368794170026","927.3368794170026","927.3368794170026"
"136871","1058","1058","1058","926.4753517398457","926.4753517398457","926.4753517398457"
"137839","1059","1059","1059","991.8444357793555","991.8444357793555","991.8444357793555"
"138289","1060","1060","1060","1027.2312305517137","1027.2312305517137","1027.2312305517137"
"138344","1061","1061","1061","1027.446974460202","1027.446974460202","1027.446974460202"
"138392","1062","1062","1062","1026.5686886975682","1026.5686886975682","1026.5686886975682"
"138449","1063","1063","1063","1027.077578724511","1027.077578724511","1027.077578724511"
"138504","1064","1064","1064","1026.501610667396","1026.501610667396","1026.501610667396"
"138559","1065","1065","1065","1026.9974592421042","1026.9974592421042","1026.9974592421042"
"138615","1066","1066","1066","1026.7944528869232","1026.7944528869232","1026.7944528869232"
"138672","1067","1067","1067","1027.2675959713222","1027.2675959713222","1027.2675959713222"
"138726","1068","1068","1068","1027.130522594879","1027.130522594879","1027.130522594879"
"139341","1069","1069","1069","1030.7125264364051","1030.7125264364051","1030.7125264364051"
"140030","1070","1070","1070","1079.0531196970353","1079.0531196970353","1079.0531196970353"
"140872","1071","1071","1071","1139.758340854608","1139.758340854608","1139.758340854608"
"142942","1072","1072","1072","1293.0455774149268","1293.0455774149268","1293.0455774149268"
"143011","1073","1073","1073","1294.0320213511916","1294.0320213511916","1294.0320213511916"
"143073","1074","1074","1074","1295.03136182617","1295.03136182617","1295.03136182617"
"143126","1075","1075","1075","1294.7704726128682","1294.7704726128682","1294.7704726128682"
"143177","1076","1076","1076","1294.8788566503472","1294.8788566503472","1294.8788566503472"
"143228","1077","1077","1077","1294.6523910076614","1294.6523910076614","1294.6523910076614"
"143282","1078","1078","1078","1295.0715727006825","1295.0715727006825","1295.0715727006825"
"143932","1079","1079","1079","1291.914353622237","1291.914353622237","1291.914353622237"
"144517","1080","1080","1080","1211.1556090319202","1211.1556090319202","1211.1556090319202"
"145407","1081","1081","1081","1226.0663097471413","1226.0663097471413","1226.0663097471413"
"145518","1082","1082","1082","1193.5725757691182","1193.5725757691182","1193.5725757691182"
"146180","1083","1083","1083","1238.2971793609206","1238.2971793609206","1238.2971793609206"
"146920","1084","1084","1084","1294.3057803640338","1294.3057803640338","1294.3057803640338"
"147364","1085","1085","1085","1321.7854836791353","1321.7854836791353","1321.7854836791353"
"147454","1086","1086","1086","1324.4662680217277","1324.4662680217277","1324.4662680217277"
"147522","1087","1087","1087","1324.8053840411228","1324.8053840411228","1324.8053840411228"
"147590","1088","1088","1088","1325.7778817504084","1325.7778817504084","1325.7778817504084"
"148609","1089","1089","1089","1395.6857737110922","1395.6857737110922","1395.6857737110922"
"149131","1090","1090","1090","1439.1331708028188","1439.1331708028188","1439.1331708028188"
"149188","1091","1091","1091","1439.3262831751947","1439.3262831751947","1439.3262831751947"
"149247","1092","1092","1092","1439.7643776663979","1439.7643776663979","1439.7643776663979"
"149305","1093","1093","1093","1439.7346271829106","1439.7346271829106","1439.7346271829106"
"149357","1094","1094","1094","1439.4242480786488","1439.4242480786488","1439.4242480786488"
"149408","1095","1095","1095","1438.7633190228994","1438.7633190228994","1438.7633190228994"
"149461","1096","1096","1096","1438.4671788305877","1438.4671788305877","1438.4671788305877"
"149512","1097","1097","1097","1438.273386888173","1438.273386888173","1438.273386888173"
"149564","1098","1098","1098","1438.538527735466","1438.538527735466","1438.538527735466"
"149698","1099","1099","1099","1353.9012584063682","1353.9012584063682","1353.9012584063682"
"149756","1100","1100","1100","1301.7144344194799","1301.7144344194799","1301.7144344194799"
"149804","1101","1101","1101","1114.1254228533683","1114.1254228533683","1114.1254228533683"
"149859","1102","1102","1102","1088.7097410309175","1088.7097410309175","1088.7097410309175"
"149912","1103","1103","1103","1023.0804193032017","1023.0804193032017","1023.0804193032017"
"149974","1104","1104","1104","980.5173740657814","980.5173740657814","980.5173740657814"
"150031","1105","1105","1105","977.1716274373971","977.1716274373971","977.1716274373971"
"150086","1106","1106","1106","977.1741278779871","977.1741278779871","977.1741278779871"
"150138","1107","1107","1107","976.5375750165498","976.5375750165498","976.5375750165498"
"150191","1108","1108","1108","977.1740899948967","977.1740899948967","977.1740899948967"
"150590","1109","1109","1109","929.0609381053149","929.0609381053149","929.0609381053149"
"151218","1110","1110","1110","939.4063257470771","939.4063257470771","939.4063257470771"
"152178","1111","1111","1111","1012.8185167623036","1012.8185167623036","1012.8185167623036"
"152552","1112","1112","1112","1035.3188657871058","1035.3188657871058","1035.3188657871058"
"153649","1113","1113","1113","1113.2652530471908","1113.2652530471908","1113.2652530471908"
"153704","1114","1114","1114","1113.3663570875374","1113.3663570875374","1113.3663570875374"
"153755","1115","1115","1115","1113.0288713723355","1113.0288713723355","1113.0288713723355"
"153815","1116","1116","1116","1113.2020305614838","1113.2020305614838","1113.2020305614838"
"153879","1117","1117","1117","1113.8629294513503","1113.8629294513503","1113.8629294513503"
"153946","1118","1118","1118","1114.1914446848182","1114.1914446848182","1114.1914446848182"
"154231","1119","1119","1119","1091.4365372863424","1091.4365372863424","1091.4365372863424"
"154291","1120","1120","1120","1042.6533702536763","1042.6533702536763","1042.6533702536763"
"154352","1121","1121","1121","982.6205515402135","982.6205515402135","982.6205515402135"
"154404","1122","1122","1122","829.1505201291792","829.1505201291792","829.1505201291792"
"154458","1123","1123","1123","828.594141322672","828.594141322672","828.594141322672"
"154511","1124","1124","1124","827.5607184686241","827.5607184686241","827.5607184686241"
"154561","1125","1125","1125","827.807260790268","827.807260790268","827.807260790268"
"154614","1126","1126","1126","827.6124147433613","827.6124147433613","827.6124147433613"
"154667","1127","1127","1127","828.0745780534612","828.0745780534612","828.0745780534612"
"154720","1128","1128","1128","827.6745518320329","827.6745518320329","827.6745518320329"
"154839","1129","1129","1129","776.9863466524909","776.9863466524909","776.9863466524909"
"154896","1130","1130","1130","734.3943250769216","734.3943250769216","734.3943250769216"
"154953","1131","1131","1131","669.5504288511298","669.5504288511298","669.5504288511298"
"155004","1132","1132","1132","664.1066359316408","664.1066359316408","664.1066359316408"
"155056","1133","1133","1133","615.4271828062032","615.4271828062032","615.4271828062032"
"155106","1134","1134","1134","559.7189452089053","559.7189452089053","559.7189452089053"
"155164","1135","1135","1135","531.9013501629059","531.9013501629059","531.9013501629059"
"155221","1136","1136","1136","529.5300347804646","529.5300347804646","529.5300347804646"
"155281","1137","1137","1137","529.0159198321657","529.0159198321657","529.0159198321657"
"155338","1138","1138","1138","528.3547294964641","528.3547294964641","528.3547294964641"
"155780","1139","1139","1139","482.5144221921644","482.5144221921644","482.5144221921644"
"156662","1140","1140","1140","508.987679635256","508.987679635256","508.987679635256"
