"step_idx","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - _step","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - _step__MIN","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - _step__MAX","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - train mean (50 episode rewards)","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - train mean (50 episode rewards)__MIN","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - train mean (50 episode rewards)__MAX"
"114835","352","352","352","1553.733919320385","1553.733919320385","1553.733919320385"
"114966","353","353","353","1550.7236049315266","1550.7236049315266","1550.7236049315266"
"115120","354","354","354","1475.9524078596407","1475.9524078596407","1475.9524078596407"
"115310","355","355","355","1420.9709237683971","1420.9709237683971","1420.9709237683971"
"115445","356","356","356","1406.0937798312727","1406.0937798312727","1406.0937798312727"
"116997","357","357","357","1494.856667217288","1494.856667217288","1494.856667217288"
"117143","358","358","358","1495.13228704262","1495.13228704262","1495.13228704262"
"117387","359","359","359","1469.499807558779","1469.499807558779","1469.499807558779"
"117644","360","360","360","1445.1134182496933","1445.1134182496933","1445.1134182496933"
"118044","361","361","361","1455.95468724381","1455.95468724381","1455.95468724381"
"118645","362","362","362","1489.0254196730841","1489.0254196730841","1489.0254196730841"
"119012","363","363","363","1445.7563880373136","1445.7563880373136","1445.7563880373136"
"119389","364","364","364","1460.475247276901","1460.475247276901","1460.475247276901"
"119620","365","365","365","1424.154112700996","1424.154112700996","1424.154112700996"
"120232","366","366","366","1443.8490435286615","1443.8490435286615","1443.8490435286615"
"120409","367","367","367","1411.9135783667223","1411.9135783667223","1411.9135783667223"
"121051","368","368","368","1418.3478986676535","1418.3478986676535","1418.3478986676535"
"121335","369","369","369","1408.0475114382039","1408.0475114382039","1408.0475114382039"
"121551","370","370","370","1288.4516651766319","1288.4516651766319","1288.4516651766319"
"121945","371","371","371","1230.1440437301862","1230.1440437301862","1230.1440437301862"
"122370","372","372","372","1253.5044570617233","1253.5044570617233","1253.5044570617233"
"122800","373","373","373","1245.7100321865664","1245.7100321865664","1245.7100321865664"
"122945","374","374","374","1241.3333387081184","1241.3333387081184","1241.3333387081184"
"123127","375","375","375","1240.8023906594876","1240.8023906594876","1240.8023906594876"
"123526","376","376","376","1254.623317921064","1254.623317921064","1254.623317921064"
"123856","377","377","377","1216.5497719453142","1216.5497719453142","1216.5497719453142"
"124572","378","378","378","1256.2209014244995","1256.2209014244995","1256.2209014244995"
"124768","379","379","379","1256.7298507974679","1256.7298507974679","1256.7298507974679"
"125970","380","380","380","1331.7075284101877","1331.7075284101877","1331.7075284101877"
"126421","381","381","381","1345.9542599919007","1345.9542599919007","1345.9542599919007"
"127289","382","382","382","1383.1275019691445","1383.1275019691445","1383.1275019691445"
"127903","383","383","383","1418.3194812281406","1418.3194812281406","1418.3194812281406"
"128843","384","384","384","1432.7176760682914","1432.7176760682914","1432.7176760682914"
"129355","385","385","385","1463.2481873832573","1463.2481873832573","1463.2481873832573"
"129585","386","386","386","1447.4247050254098","1447.4247050254098","1447.4247050254098"
"129678","387","387","387","1440.013892257136","1440.013892257136","1440.013892257136"
"129889","388","388","388","1425.4175276676738","1425.4175276676738","1425.4175276676738"
"131316","389","389","389","1517.4936793153822","1517.4936793153822","1517.4936793153822"
"131746","390","390","390","1534.7842914954433","1534.7842914954433","1534.7842914954433"
"132002","391","391","391","1525.724147079165","1525.724147079165","1525.724147079165"
"132101","392","392","392","1506.3627697287197","1506.3627697287197","1506.3627697287197"
"132209","393","393","393","1474.743198107476","1474.743198107476","1474.743198107476"
"132993","394","394","394","1498.5830343397633","1498.5830343397633","1498.5830343397633"
"133226","395","395","395","1508.6176941322212","1508.6176941322212","1508.6176941322212"
"133404","396","396","396","1491.4843961635538","1491.4843961635538","1491.4843961635538"
"135524","397","397","397","1644.3049270894244","1644.3049270894244","1644.3049270894244"
"136099","398","398","398","1673.2848295206065","1673.2848295206065","1673.2848295206065"
"136786","399","399","399","1720.4245522088654","1720.4245522088654","1720.4245522088654"
"136953","400","400","400","1711.621641562898","1711.621641562898","1711.621641562898"
"137301","401","401","401","1708.5729412721068","1708.5729412721068","1708.5729412721068"
"137584","402","402","402","1713.782074894061","1713.782074894061","1713.782074894061"
"138011","403","403","403","1741.0825966286748","1741.0825966286748","1741.0825966286748"
"138164","404","404","404","1738.9331174117237","1738.9331174117237","1738.9331174117237"
"138271","405","405","405","1732.0730566947175","1732.0730566947175","1732.0730566947175"
"138399","406","406","406","1728.8392092708982","1728.8392092708982","1728.8392092708982"
"138570","407","407","407","1613.8891085537646","1613.8891085537646","1613.8891085537646"
"139102","408","408","408","1647.241664557701","1647.241664557701","1647.241664557701"
"139457","409","409","409","1649.8859460717154","1649.8859460717154","1649.8859460717154"
"139814","410","410","410","1660.3349167078488","1660.3349167078488","1660.3349167078488"
"140555","411","411","411","1681.9974395575593","1681.9974395575593","1681.9974395575593"
"140852","412","412","412","1661.7059686490957","1661.7059686490957","1661.7059686490957"
"141181","413","413","413","1660.2832444721112","1660.2832444721112","1660.2832444721112"
"141467","414","414","414","1643.216230472318","1643.216230472318","1643.216230472318"
"141580","415","415","415","1631.4558624155225","1631.4558624155225","1631.4558624155225"
"141896","416","416","416","1614.1374451792758","1614.1374451792758","1614.1374451792758"
"142102","417","417","417","1626.279554485526","1626.279554485526","1626.279554485526"
"142274","418","418","418","1600.4143748564666","1600.4143748564666","1600.4143748564666"
"142760","419","419","419","1612.4771136310303","1612.4771136310303","1612.4771136310303"
"142874","420","420","420","1601.4596364915424","1601.4596364915424","1601.4596364915424"
"143939","421","421","421","1642.774638544537","1642.774638544537","1642.774638544537"
"146691","422","422","422","1822.238110216451","1822.238110216451","1822.238110216451"
"146936","423","423","423","1804.5056047161352","1804.5056047161352","1804.5056047161352"
"147101","424","424","424","1807.2843776242098","1807.2843776242098","1807.2843776242098"
"147229","425","425","425","1805.7964168891974","1805.7964168891974","1805.7964168891974"
"147371","426","426","426","1789.5915464004713","1789.5915464004713","1789.5915464004713"
"147572","427","427","427","1789.7037734414234","1789.7037734414234","1789.7037734414234"
"147710","428","428","428","1747.352245033287","1747.352245033287","1747.352245033287"
"148427","429","429","429","1797.575721570252","1797.575721570252","1797.575721570252"
"149041","430","430","430","1759.3812220967832","1759.3812220967832","1759.3812220967832"
"150218","431","431","431","1818.1942353562865","1818.1942353562865","1818.1942353562865"
"151592","432","432","432","1864.4997585902177","1864.4997585902177","1864.4997585902177"
"151857","433","433","433","1838.438904254305","1838.438904254305","1838.438904254305"
"151993","434","434","434","1775.8789144756447","1775.8789144756447","1775.8789144756447"
"152103","435","435","435","1733.725114109878","1733.725114109878","1733.725114109878"
"152545","436","436","436","1758.5459519450565","1758.5459519450565","1758.5459519450565"
"152742","437","437","437","1763.8145186283382","1763.8145186283382","1763.8145186283382"
"153615","438","438","438","1818.39061822026","1818.39061822026","1818.39061822026"
"153823","439","439","439","1716.74015410379","1716.74015410379","1716.74015410379"
"154229","440","440","440","1718.7582458184918","1718.7582458184918","1718.7582458184918"
"155336","441","441","441","1771.0543020329535","1771.0543020329535","1771.0543020329535"
"155526","442","442","442","1779.9696162666264","1779.9696162666264","1779.9696162666264"
"156146","443","443","443","1809.666483911561","1809.666483911561","1809.666483911561"
"156348","444","444","444","1756.967512393162","1756.967512393162","1756.967512393162"
"157528","445","445","445","1839.8234634850755","1839.8234634850755","1839.8234634850755"
"158312","446","446","446","1884.122744323526","1884.122744323526","1884.122744323526"
"158826","447","447","447","1745.1982360284057","1745.1982360284057","1745.1982360284057"
"159181","448","448","448","1722.244380394664","1722.244380394664","1722.244380394664"
"159754","449","449","449","1711.6395827744675","1711.6395827744675","1711.6395827744675"
"160320","450","450","450","1734.765299251598","1734.765299251598","1734.765299251598"
"160432","451","451","451","1719.972331576847","1719.972331576847","1719.972331576847"
"160717","452","452","452","1725.4466115516284","1725.4466115516284","1725.4466115516284"
"161142","453","453","453","1720.980116348294","1720.980116348294","1720.980116348294"
"163243","454","454","454","1878.2254074297496","1878.2254074297496","1878.2254074297496"
"163361","455","455","455","1879.6044115583447","1879.6044115583447","1879.6044115583447"
"163474","456","456","456","1881.6658563907536","1881.6658563907536","1881.6658563907536"
"163949","457","457","457","1907.7295982316555","1907.7295982316555","1907.7295982316555"
"164294","458","458","458","1898.8256890632626","1898.8256890632626","1898.8256890632626"
"165781","459","459","459","1989.0503520686343","1989.0503520686343","1989.0503520686343"
"166134","460","460","460","1988.133655829826","1988.133655829826","1988.133655829826"
"166604","461","461","461","1977.7457063542117","1977.7457063542117","1977.7457063542117"
"166769","462","462","462","1973.2121728038205","1973.2121728038205","1973.2121728038205"
"167106","463","463","463","1966.9623656611896","1966.9623656611896","1966.9623656611896"
"167898","464","464","464","1994.6063380164392","1994.6063380164392","1994.6063380164392"
"169011","465","465","465","2081.090303408402","2081.090303408402","2081.090303408402"
"169232","466","466","466","2073.3108390200823","2073.3108390200823","2073.3108390200823"
"169470","467","467","467","2075.548050587627","2075.548050587627","2075.548050587627"
"170997","468","468","468","2188.163596946503","2188.163596946503","2188.163596946503"
"171813","469","469","469","2211.068296640729","2211.068296640729","2211.068296640729"
"171896","470","470","470","2208.4054976337925","2208.4054976337925","2208.4054976337925"
"172082","471","471","471","2149.7234801858745","2149.7234801858745","2149.7234801858745"
"172606","472","472","472","1978.119131129292","1978.119131129292","1978.119131129292"
"172867","473","473","473","1974.7894608060587","1974.7894608060587","1974.7894608060587"
"173150","474","474","474","1991.610985443357","1991.610985443357","1991.610985443357"
"173399","475","475","475","2006.5338061797092","2006.5338061797092","2006.5338061797092"
"175060","476","476","476","2124.8288328572207","2124.8288328572207","2124.8288328572207"
"178485","477","477","477","2382.9230364242794","2382.9230364242794","2382.9230364242794"
"178649","478","478","478","2391.9490209648957","2391.9490209648957","2391.9490209648957"
"179267","479","479","479","2369.311260968283","2369.311260968283","2369.311260968283"
"179592","480","480","480","2342.290378552019","2342.290378552019","2342.290378552019"
"179772","481","481","481","2267.828363640068","2267.828363640068","2267.828363640068"
"181058","482","482","482","2276.629606636625","2276.629606636625","2276.629606636625"
"181271","483","483","483","2270.1631506491062","2270.1631506491062","2270.1631506491062"
"181949","484","484","484","2309.2051543345433","2309.2051543345433","2309.2051543345433"
"182187","485","485","485","2323.9497830143346","2323.9497830143346","2323.9497830143346"
"182391","486","486","486","2302.3681873060273","2302.3681873060273","2302.3681873060273"
"184997","487","487","487","2514.0629835106747","2514.0629835106747","2514.0629835106747"
"185183","488","488","488","2465.684833326994","2465.684833326994","2465.684833326994"
"185865","489","489","489","2493.7256360114875","2493.7256360114875","2493.7256360114875"
"186164","490","490","490","2488.6316981547357","2488.6316981547357","2488.6316981547357"
"188669","491","491","491","2620.6281156235154","2620.6281156235154","2620.6281156235154"
"192728","492","492","492","2933.995708695376","2933.995708695376","2933.995708695376"
"195063","493","493","493","3080.988104462442","3080.988104462442","3080.988104462442"
"200878","494","494","494","3542.963609690595","3542.963609690595","3542.963609690595"
"208273","495","495","495","4044.4322159312474","4044.4322159312474","4044.4322159312474"
"218273","496","496","496","4801.152775897671","4801.152775897671","4801.152775897671"
"222336","497","497","497","5097.020904918132","5097.020904918132","5097.020904918132"
"222980","498","498","498","5126.2568236996685","5126.2568236996685","5126.2568236996685"
"223328","499","499","499","5109.899759965132","5109.899759965132","5109.899759965132"
"224186","500","500","500","5145.152345065721","5145.152345065721","5145.152345065721"
"225080","501","501","501","5218.172757416112","5218.172757416112","5218.172757416112"
"227512","502","502","502","5390.667660717128","5390.667660717128","5390.667660717128"
"228295","503","503","503","5421.970920696573","5421.970920696573","5421.970920696573"
"228784","504","504","504","5292.548673198648","5292.548673198648","5292.548673198648"
"229424","505","505","505","5335.565389283539","5335.565389283539","5335.565389283539"
"230631","506","506","506","5426.574469019968","5426.574469019968","5426.574469019968"
"231737","507","507","507","5486.436783903336","5486.436783903336","5486.436783903336"
"232706","508","508","508","5529.5403473433225","5529.5403473433225","5529.5403473433225"
"234702","509","509","509","5573.611724874965","5573.611724874965","5573.611724874965"
"235480","510","510","510","5621.785544121035","5621.785544121035","5621.785544121035"
"236871","511","511","511","5715.054557020934","5715.054557020934","5715.054557020934"
"237206","512","512","512","5725.847861164099","5725.847861164099","5725.847861164099"
"238055","513","513","513","5773.924328319628","5773.924328319628","5773.924328319628"
"239219","514","514","514","5822.117119371004","5822.117119371004","5822.117119371004"
"240093","515","515","515","5797.858967508385","5797.858967508385","5797.858967508385"
"240641","516","516","516","5825.428392308361","5825.428392308361","5825.428392308361"
"243014","517","517","517","5998.45882815533","5998.45882815533","5998.45882815533"
"243367","518","518","518","5903.6224586656945","5903.6224586656945","5903.6224586656945"
"243942","519","519","519","5893.335732188274","5893.335732188274","5893.335732188274"
"245526","520","520","520","6016.453732269734","6016.453732269734","6016.453732269734"
"246307","521","521","521","6065.1627788259975","6065.1627788259975","6065.1627788259975"
"252975","522","522","522","6562.95502372101","6562.95502372101","6562.95502372101"
"255235","523","523","523","6732.2350759056235","6732.2350759056235","6732.2350759056235"
"259403","524","524","524","7062.286575735231","7062.286575735231","7062.286575735231"
"262806","525","525","525","7341.928674307867","7341.928674307867","7341.928674307867"
"264686","526","526","526","7364.781860558855","7364.781860558855","7364.781860558855"
"265331","527","527","527","7141.548212650102","7141.548212650102","7141.548212650102"
"266176","528","528","528","7191.827114854989","7191.827114854989","7191.827114854989"
"267733","529","529","529","7283.080481509448","7283.080481509448","7283.080481509448"
"270848","530","530","530","7536.007177753727","7536.007177753727","7536.007177753727"
"277629","531","531","531","8100.296176546217","8100.296176546217","8100.296176546217"
"281717","532","532","532","8360.412686076881","8360.412686076881","8360.412686076881"
"283646","533","533","533","8505.32828220129","8505.32828220129","8505.32828220129"
"286410","534","534","534","8700.317350635616","8700.317350635616","8700.317350635616"
"289517","535","535","535","8975.979547180852","8975.979547180852","8975.979547180852"
"291694","536","536","536","9161.233770945626","9161.233770945626","9161.233770945626"
"299502","537","537","537","9646.846337057137","9646.846337057137","9646.846337057137"
"303226","538","538","538","9968.732145823895","9968.732145823895","9968.732145823895"
"304732","539","539","539","10065.731312282809","10065.731312282809","10065.731312282809"
"308287","540","540","540","10342.73019272682","10342.73019272682","10342.73019272682"
"312914","541","541","541","10599.581881443606","10599.581881443606","10599.581881443606"
"315083","542","542","542","10461.456556249786","10461.456556249786","10461.456556249786"
"316196","543","543","543","10377.089801972495","10377.089801972495","10377.089801972495"
"317722","544","544","544","10041.094152063491","10041.094152063491","10041.094152063491"
"319999","545","545","545","9661.333505894854","9661.333505894854","9661.333505894854"
"325786","546","546","546","9403.846168587572","9403.846168587572","9403.846168587572"
"328215","547","547","547","9318.615705702003","9318.615705702003","9318.615705702003"
"333270","548","548","548","9736.554409498554","9736.554409498554","9736.554409498554"
"335372","549","549","549","9901.04059286959","9901.04059286959","9901.04059286959"
"338721","550","550","550","10138.52785463976","10138.52785463976","10138.52785463976"
"343032","551","551","551","10462.473395667697","10462.473395667697","10462.473395667697"
"343997","552","552","552","10375.41796983842","10375.41796983842","10375.41796983842"
"345948","553","553","553","10490.555161550641","10490.555161550641","10490.555161550641"
"351404","554","554","554","10999.398560595317","10999.398560595317","10999.398560595317"
"352822","555","555","555","11080.311192446134","11080.311192446134","11080.311192446134"
"353892","556","556","556","11079.905749239324","11079.905749239324","11079.905749239324"
"357211","557","557","557","11320.703356227114","11320.703356227114","11320.703356227114"
"366778","558","558","558","12180.619687043396","12180.619687043396","12180.619687043396"
"369318","559","559","559","12242.396885352711","12242.396885352711","12242.396885352711"
"373987","560","560","560","12588.093620719716","12588.093620719716","12588.093620719716"
"383469","561","561","561","13365.109625565901","13365.109625565901","13365.109625565901"
"384180","562","562","562","13415.965767534002","13415.965767534002","13415.965767534002"
"387288","563","563","563","13666.550427236049","13666.550427236049","13666.550427236049"
"388301","564","564","564","13682.390837057848","13682.390837057848","13682.390837057848"
"392781","565","565","565","14080.287392469516","14080.287392469516","14080.287392469516"
"395162","566","566","566","14275.772324013582","14275.772324013582","14275.772324013582"
"399149","567","567","567","14482.680943962834","14482.680943962834","14482.680943962834"
"400973","568","568","568","14613.185505010337","14613.185505010337","14613.185505010337"
"408555","569","569","569","15304.92857735097","15304.92857735097","15304.92857735097"
"409273","570","570","570","15256.472475051974","15256.472475051974","15256.472475051974"
"413936","571","571","571","15657.652672771068","15657.652672771068","15657.652672771068"
"415380","572","572","572","15254.215685771964","15254.215685771964","15254.215685771964"
"420564","573","573","573","15558.782395287772","15558.782395287772","15558.782395287772"
"422401","574","574","574","15375.25672383469","15375.25672383469","15375.25672383469"
"429755","575","575","575","15820.102619439978","15820.102619439978","15820.102619439978"
"436946","576","576","576","16367.428187299329","16367.428187299329","16367.428187299329"
"439171","577","577","577","16531.64885050542","16531.64885050542","16531.64885050542"
"440754","578","578","578","16625.08232973","16625.08232973","16625.08232973"
"449526","579","579","579","17359.180715845207","17359.180715845207","17359.180715845207"
"451400","580","580","580","17264.12091854227","17264.12091854227","17264.12091854227"
"452129","581","581","581","16748.1898260997","16748.1898260997","16748.1898260997"
"456790","582","582","582","16872.41483251286","16872.41483251286","16872.41483251286"
"459068","583","583","583","16973.243337976317","16973.243337976317","16973.243337976317"
"460212","584","584","584","16850.177198534064","16850.177198534064","16850.177198534064"
"465536","585","585","585","17125.115319406163","17125.115319406163","17125.115319406163"
"466400","586","586","586","17017.136060345907","17017.136060345907","17017.136060345907"
"467078","587","587","587","16390.84388972515","16390.84388972515","16390.84388972515"
"468209","588","588","588","16182.1226260464","16182.1226260464","16182.1226260464"
"470652","589","589","589","16311.830339785263","16311.830339785263","16311.830339785263"
"473692","590","590","590","16313.212769449314","16313.212769449314","16313.212769449314"
"481623","591","591","591","16708.201202193482","16708.201202193482","16708.201202193482"
"489693","592","592","592","17389.28777490613","17389.28777490613","17389.28777490613"
"492368","593","593","593","17585.51162124233","17585.51162124233","17585.51162124233"
"496380","594","594","594","17877.986981883285","17877.986981883285","17877.986981883285"
"505820","595","595","595","18686.58452079433","18686.58452079433","18686.58452079433"
"507508","596","596","596","18318.50080826215","18318.50080826215","18318.50080826215"
"509907","597","597","597","18335.29313114967","18335.29313114967","18335.29313114967"
"511768","598","598","598","18055.183684420317","18055.183684420317","18055.183684420317"
"515232","599","599","599","18232.512461476537","18232.512461476537","18232.512461476537"
"516774","600","600","600","18088.45237328039","18088.45237328039","18088.45237328039"
"520968","601","601","601","18146.342786839294","18146.342786839294","18146.342786839294"
"521430","602","602","602","18090.48412139318","18090.48412139318","18090.48412139318"
"525934","603","603","603","18412.846469625474","18412.846469625474","18412.846469625474"
"527257","604","604","604","18007.497862508695","18007.497862508695","18007.497862508695"
"528158","605","605","605","17969.287826740092","17969.287826740092","17969.287826740092"
"529889","606","606","606","18054.638907963716","18054.638907963716","18054.638907963716"
"538103","607","607","607","18611.898563734532","18611.898563734532","18611.898563734532"
"542555","608","608","608","18155.461894410193","18155.461894410193","18155.461894410193"
"547917","609","609","609","18534.30656404652","18534.30656404652","18534.30656404652"
"557917","610","610","610","19239.767580730506","19239.767580730506","19239.767580730506"
"567917","611","611","611","19431.801091834746","19431.801091834746","19431.801091834746"
"570438","612","612","612","19641.729894374337","19641.729894374337","19641.729894374337"
"580438","613","613","613","20451.294400121078","20451.294400121078","20451.294400121078"
"590438","614","614","614","21435.56614654035","21435.56614654035","21435.56614654035"
"600438","615","615","615","22126.393771572773","22126.393771572773","22126.393771572773"
"610438","616","616","616","22991.335336697128","22991.335336697128","22991.335336697128"
"620438","617","617","617","23679.225533053683","23679.225533053683","23679.225533053683"
"630438","618","618","618","24632.84602858597","24632.84602858597","24632.84602858597"
"640438","619","619","619","24981.84233556378","24981.84233556378","24981.84233556378"
"650438","620","620","620","25991.295013014726","25991.295013014726","25991.295013014726"
"660438","621","621","621","26639.69708620309","26639.69708620309","26639.69708620309"
"670438","622","622","622","27594.854084590417","27594.854084590417","27594.854084590417"
"680438","623","623","623","28215.053951206603","28215.053951206603","28215.053951206603"
"683987","624","624","624","28446.782480192735","28446.782480192735","28446.782480192735"
"686331","625","625","625","27938.408595945533","27938.408595945533","27938.408595945533"
"696331","626","626","626","28357.370657175594","28357.370657175594","28357.370657175594"
"703471","627","627","627","28923.099616002622","28923.099616002622","28923.099616002622"
"713471","628","628","628","29857.642278277483","29857.642278277483","29857.642278277483"
"723471","629","629","629","30126.287891284435","30126.287891284435","30126.287891284435"
"733471","630","630","630","31063.242357954783","31063.242357954783","31063.242357954783"
"740341","631","631","631","31784.98049877318","31784.98049877318","31784.98049877318"
"748568","632","632","632","32221.419602378857","32221.419602378857","32221.419602378857"
"758568","633","633","633","33071.63878520051","33071.63878520051","33071.63878520051"
"768568","634","634","634","34082.75094851019","34082.75094851019","34082.75094851019"
"769370","635","635","635","33593.06839885723","33593.06839885723","33593.06839885723"
"770016","636","636","636","33564.862022544985","33564.862022544985","33564.862022544985"
"780016","637","637","637","34622.88027354474","34622.88027354474","34622.88027354474"
"784202","638","638","638","34958.0619756669","34958.0619756669","34958.0619756669"
"786023","639","639","639","34884.480027337486","34884.480027337486","34884.480027337486"
"792169","640","640","640","35272.078750653694","35272.078750653694","35272.078750653694"
"796229","641","641","641","34836.875183686985","34836.875183686985","34836.875183686985"
"806229","642","642","642","35077.026164910036","35077.026164910036","35077.026164910036"
"811443","643","643","643","35349.893062503514","35349.893062503514","35349.893062503514"
"812068","644","644","644","34982.69412203679","34982.69412203679","34982.69412203679"
"815799","645","645","645","34377.53627692514","34377.53627692514","34377.53627692514"
"819290","646","646","646","34572.62582186498","34572.62582186498","34572.62582186498"
"820263","647","647","647","34414.45186525545","34414.45186525545","34414.45186525545"
"827456","648","648","648","35011.791081194926","35011.791081194926","35011.791081194926"
"829525","649","649","649","34876.20340626372","34876.20340626372","34876.20340626372"
"832893","650","650","650","35095.34872654989","35095.34872654989","35095.34872654989"
"835543","651","651","651","34938.89918630289","34938.89918630289","34938.89918630289"
"837880","652","652","652","35160.64028187709","35160.64028187709","35160.64028187709"
"841375","653","653","653","35061.08661538363","35061.08661538363","35061.08661538363"
"844613","654","654","654","35300.4218957383","35300.4218957383","35300.4218957383"
"846491","655","655","655","35420.70697895879","35420.70697895879","35420.70697895879"
"849412","656","656","656","35572.84234686195","35572.84234686195","35572.84234686195"
"850543","657","657","657","34813.795499593114","34813.795499593114","34813.795499593114"
"851230","658","658","658","34413.428540159985","34413.428540159985","34413.428540159985"
"855241","659","659","659","34297.91069384642","34297.91069384642","34297.91069384642"
"865241","660","660","660","34358.3353423649","34358.3353423649","34358.3353423649"
"866632","661","661","661","33415.362492295026","33415.362492295026","33415.362492295026"
"867950","662","662","662","33270.745677312385","33270.745677312385","33270.745677312385"
"873857","663","663","663","32799.10326548784","32799.10326548784","32799.10326548784"
"875638","664","664","664","31914.646365856126","31914.646365856126","31914.646365856126"
"879032","665","665","665","31154.10421567558","31154.10421567558","31154.10421567558"
"889032","666","666","666","31235.75050674816","31235.75050674816","31235.75050674816"
"899032","667","667","667","31320.84540146654","31320.84540146654","31320.84540146654"
"899646","668","668","668","30268.58040295679","30268.58040295679","30268.58040295679"
"900671","669","669","669","29298.7941109731","29298.7941109731","29298.7941109731"
"910671","670","670","670","29334.794324935483","29334.794324935483","29334.794324935483"
"915511","671","671","671","28754.977295410903","28754.977295410903","28754.977295410903"
"920725","672","672","672","28267.551948017302","28267.551948017302","28267.551948017302"
"923870","673","673","673","27525.995748463363","27525.995748463363","27525.995748463363"
"929141","674","674","674","27712.65161756672","27712.65161756672","27712.65161756672"
"935875","675","675","675","28235.263073325073","28235.263073325073","28235.263073325073"
"935980","676","676","676","27121.050474306172","27121.050474306172","27121.050474306172"
"936101","677","677","677","26346.786538983193","26346.786538983193","26346.786538983193"
"937624","678","678","678","25426.230955158197","25426.230955158197","25426.230955158197"
"945246","679","679","679","25183.429489041286","25183.429489041286","25183.429489041286"
"949045","680","680","680","24502.01013545383","24502.01013545383","24502.01013545383"
"958463","681","681","681","24814.536181902135","24814.536181902135","24814.536181902135"
"958642","682","682","682","23899.674371654666","23899.674371654666","23899.674371654666"
"958745","683","683","683","22791.711034288863","22791.711034288863","22791.711034288863"
"958868","684","684","684","21665.498750388844","21665.498750388844","21665.498750388844"
"959011","685","685","685","21588.08147774802","21588.08147774802","21588.08147774802"
"964436","686","686","686","22166.132350040785","22166.132350040785","22166.132350040785"
"968689","687","687","687","21509.23070747291","21509.23070747291","21509.23070747291"
"971126","688","688","688","21325.69746611054","21325.69746611054","21325.69746611054"
"974185","689","689","689","21491.22709024163","21491.22709024163","21491.22709024163"
"979239","690","690","690","21391.07444615153","21391.07444615153","21391.07444615153"
"989239","691","691","691","22123.90659461992","22123.90659461992","22123.90659461992"
"997719","692","692","692","21994.16968171124","21994.16968171124","21994.16968171124"
"999029","693","693","693","21558.498801104968","21558.498801104968","21558.498801104968"
"1000415","694","694","694","21660.48703082999","21660.48703082999","21660.48703082999"
"1007166","695","695","695","22010.557709528188","22010.557709528188","22010.557709528188"
"1009105","696","696","696","21850.574968349476","21850.574968349476","21850.574968349476"
"1010229","697","697","697","21867.859679350924","21867.859679350924","21867.859679350924"
"1013695","698","698","698","21489.4757541613","21489.4757541613","21489.4757541613"
"1014381","699","699","699","21339.700273491664","21339.700273491664","21339.700273491664"
"1018398","700","700","700","21431.446800335125","21431.446800335125","21431.446800335125"
"1019467","701","701","701","21248.57221481357","21248.57221481357","21248.57221481357"
"1020077","702","702","702","21037.436943695942","21037.436943695942","21037.436943695942"
"1022325","703","703","703","20896.081022428792","20896.081022428792","20896.081022428792"
"1023521","704","704","704","20643.20163880846","20643.20163880846","20643.20163880846"
"1025518","705","705","705","20663.42675933717","20663.42675933717","20663.42675933717"
"1025760","706","706","706","20353.058559912228","20353.058559912228","20353.058559912228"
"1027978","707","707","707","20475.240954006393","20475.240954006393","20475.240954006393"
"1029356","708","708","708","20547.35977685167","20547.35977685167","20547.35977685167"
"1030937","709","709","709","20244.27401381203","20244.27401381203","20244.27401381203"
"1035270","710","710","710","19537.87299744352","19537.87299744352","19537.87299744352"
"1040634","711","711","711","19997.259926779632","19997.259926779632","19997.259926779632"
"1041232","712","712","712","19924.407629682977","19924.407629682977","19924.407629682977"
"1043117","713","713","713","19486.8771972705","19486.8771972705","19486.8771972705"
"1045269","714","714","714","19527.761655528044","19527.761655528044","19527.761655528044"
"1046389","715","715","715","19253.78602466401","19253.78602466401","19253.78602466401"
"1047768","716","716","716","18226.148072949232","18226.148072949232","18226.148072949232"
"1048386","717","717","717","17129.409901065308","17129.409901065308","17129.409901065308"
"1049484","718","718","718","17195.641748210484","17195.641748210484","17195.641748210484"
"1051376","719","719","719","17282.459450732487","17282.459450732487","17282.459450732487"
"1052929","720","720","720","16332.606681386407","16332.606681386407","16332.606681386407"
"1054007","721","721","721","15903.505585707502","15903.505585707502","15903.505585707502"
"1055970","722","722","722","15526.090388488896","15526.090388488896","15526.090388488896"
"1057139","723","723","723","15299.675548092955","15299.675548092955","15299.675548092955"
"1058299","724","724","724","14850.114418298577","14850.114418298577","14850.114418298577"
"1060374","725","725","725","14341.111718639928","14341.111718639928","14341.111718639928"
"1061028","726","726","726","14407.560608866293","14407.560608866293","14407.560608866293"
"1061697","727","727","727","14479.157889499127","14479.157889499127","14479.157889499127"
"1063428","728","728","728","14501.486229458676","14501.486229458676","14501.486229458676"
"1064614","729","729","729","13735.957037997432","13735.957037997432","13735.957037997432"
