"step_idx","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - _step","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - _step__MIN","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - _step__MAX","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - train mean (50 episode rewards)","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - train mean (50 episode rewards)__MIN","15_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - train mean (50 episode rewards)__MAX"
"7901","80","80","80","259.7950514291337","259.7950514291337","259.7950514291337"
"7996","81","81","81","258.95327707819496","258.95327707819496","258.95327707819496"
"8072","82","82","82","243.27591196676704","243.27591196676704","243.27591196676704"
"8164","83","83","83","241.47254302440558","241.47254302440558","241.47254302440558"
"8266","84","84","84","241.1144652021334","241.1144652021334","241.1144652021334"
"8393","85","85","85","243.2348031198414","243.2348031198414","243.2348031198414"
"8526","86","86","86","246.2768922902359","246.2768922902359","246.2768922902359"
"8673","87","87","87","252.10506986465697","252.10506986465697","252.10506986465697"
"8757","88","88","88","253.67946811838073","253.67946811838073","253.67946811838073"
"8924","89","89","89","251.17301687196908","251.17301687196908","251.17301687196908"
"9137","90","90","90","253.19564130681945","253.19564130681945","253.19564130681945"
"9243","91","91","91","255.72876720463756","255.72876720463756","255.72876720463756"
"9398","92","92","92","255.63923685026933","255.63923685026933","255.63923685026933"
"9501","93","93","93","253.65637894194845","253.65637894194845","253.65637894194845"
"9908","94","94","94","275.7607430135795","275.7607430135795","275.7607430135795"
"10188","95","95","95","284.72892571442765","284.72892571442765","284.72892571442765"
"10774","96","96","96","316.0778372525555","316.0778372525555","316.0778372525555"
"12446","97","97","97","391.082589270657","391.082589270657","391.082589270657"
"13376","98","98","98","441.29042796518326","441.29042796518326","441.29042796518326"
"13965","99","99","99","455.3023130385998","455.3023130385998","455.3023130385998"
"14289","100","100","100","463.0106663906978","463.0106663906978","463.0106663906978"
"14450","101","101","101","467.4305397386607","467.4305397386607","467.4305397386607"
"14542","102","102","102","468.4264321348344","468.4264321348344","468.4264321348344"
"14870","103","103","103","481.1330882693117","481.1330882693117","481.1330882693117"
"15059","104","104","104","488.9272495385278","488.9272495385278","488.9272495385278"
"15942","105","105","105","532.8058832974207","532.8058832974207","532.8058832974207"
"16076","106","106","106","538.5996777277561","538.5996777277561","538.5996777277561"
"16783","107","107","107","576.0666729835452","576.0666729835452","576.0666729835452"
"18099","108","108","108","645.2117687416725","645.2117687416725","645.2117687416725"
"18298","109","109","109","648.4615395665211","648.4615395665211","648.4615395665211"
"18714","110","110","110","667.2117183369675","667.2117183369675","667.2117183369675"
"19988","111","111","111","756.1479337179914","756.1479337179914","756.1479337179914"
"20225","112","112","112","764.1585802981754","764.1585802981754","764.1585802981754"
"20309","113","113","113","763.9098621660937","763.9098621660937","763.9098621660937"
"20407","114","114","114","764.8064548149283","764.8064548149283","764.8064548149283"
"20497","115","115","115","765.8727208447212","765.8727208447212","765.8727208447212"
"20681","116","116","116","773.3186867869778","773.3186867869778","773.3186867869778"
"20955","117","117","117","784.714509814461","784.714509814461","784.714509814461"
"21643","118","118","118","829.3494071950279","829.3494071950279","829.3494071950279"
"21924","119","119","119","836.9299221164011","836.9299221164011","836.9299221164011"
"22255","120","120","120","849.5653541912008","849.5653541912008","849.5653541912008"
"22594","121","121","121","863.8024304933209","863.8024304933209","863.8024304933209"
"22772","122","122","122","863.5897856015768","863.5897856015768","863.5897856015768"
"23027","123","123","123","875.0156818538862","875.0156818538862","875.0156818538862"
"23156","124","124","124","878.2232548180443","878.2232548180443","878.2232548180443"
"23272","125","125","125","881.1253967610988","881.1253967610988","881.1253967610988"
"23688","126","126","126","906.5522063126091","906.5522063126091","906.5522063126091"
"23769","127","127","127","907.5435249506606","907.5435249506606","907.5435249506606"
"24404","128","128","128","946.215637965082","946.215637965082","946.215637965082"
"24638","129","129","129","953.1140875884215","953.1140875884215","953.1140875884215"
"24730","130","130","130","954.0451218005015","954.0451218005015","954.0451218005015"
"24810","131","131","131","953.857540553835","953.857540553835","953.857540553835"
"25145","132","132","132","971.7035073995701","971.7035073995701","971.7035073995701"
"25682","133","133","133","993.7649377280324","993.7649377280324","993.7649377280324"
"25909","134","134","134","1004.0429019333079","1004.0429019333079","1004.0429019333079"
"26040","135","135","135","1005.3203312923426","1005.3203312923426","1005.3203312923426"
"26370","136","136","136","1024.8028332514498","1024.8028332514498","1024.8028332514498"
"26527","137","137","137","1024.7024937803244","1024.7024937803244","1024.7024937803244"
"26666","138","138","138","1028.4356939390202","1028.4356939390202","1028.4356939390202"
"27574","139","139","139","1076.6863797979072","1076.6863797979072","1076.6863797979072"
"27967","140","140","140","1096.3360171533402","1096.3360171533402","1096.3360171533402"
"28099","141","141","141","1099.959457398104","1099.959457398104","1099.959457398104"
"28463","142","142","142","1115.691336305719","1115.691336305719","1115.691336305719"
"28608","143","143","143","1122.40752140349","1122.40752140349","1122.40752140349"
"29341","144","144","144","1142.8048573344554","1142.8048573344554","1142.8048573344554"
"29544","145","145","145","1145.5102130656458","1145.5102130656458","1145.5102130656458"
"30179","146","146","146","1155.687351053083","1155.687351053083","1155.687351053083"
"30950","147","147","147","1133.6178338936527","1133.6178338936527","1133.6178338936527"
"31238","148","148","148","1099.395990103116","1099.395990103116","1099.395990103116"
"31473","149","149","149","1089.8942692977644","1089.8942692977644","1089.8942692977644"
"31653","150","150","150","1087.0113644975218","1087.0113644975218","1087.0113644975218"
"31782","151","151","151","1091.5285522730262","1091.5285522730262","1091.5285522730262"
"32830","152","152","152","1150.6128658839193","1150.6128658839193","1150.6128658839193"
"33170","153","153","153","1158.041793903896","1158.041793903896","1158.041793903896"
"33317","154","154","154","1158.1241911435586","1158.1241911435586","1158.1241911435586"
"33558","155","155","155","1127.8141327631806","1127.8141327631806","1127.8141327631806"
"34379","156","156","156","1174.692804442674","1174.692804442674","1174.692804442674"
"34738","157","157","157","1155.7353010430586","1155.7353010430586","1155.7353010430586"
"35189","158","158","158","1115.8120623897362","1115.8120623897362","1115.8120623897362"
"35630","159","159","159","1131.8070741645413","1131.8070741645413","1131.8070741645413"
"35995","160","160","160","1130.619981055054","1130.619981055054","1130.619981055054"
"36391","161","161","161","1064.295699604679","1064.295699604679","1064.295699604679"
"36881","162","162","162","1089.2196369093535","1089.2196369093535","1089.2196369093535"
"37359","163","163","163","1110.3845055738163","1110.3845055738163","1110.3845055738163"
"37644","164","164","164","1126.0080978329768","1126.0080978329768","1126.0080978329768"
"37958","165","165","165","1141.2982836522926","1141.2982836522926","1141.2982836522926"
"38127","166","166","166","1137.8582249272172","1137.8582249272172","1137.8582249272172"
"38764","167","167","167","1166.4780123245216","1166.4780123245216","1166.4780123245216"
"39221","168","168","168","1155.3447859671903","1155.3447859671903","1155.3447859671903"
"39644","169","169","169","1167.4725118616345","1167.4725118616345","1167.4725118616345"
"41337","170","170","170","1248.3289789251373","1248.3289789251373","1248.3289789251373"
"41493","171","171","171","1241.4078328128498","1241.4078328128498","1241.4078328128498"
"41972","172","172","172","1253.1579807380688","1253.1579807380688","1253.1579807380688"
"42556","173","173","173","1274.5434778819608","1274.5434778819608","1274.5434778819608"
"42920","174","174","174","1290.4254101011895","1290.4254101011895","1290.4254101011895"
"43683","175","175","175","1335.2646413104117","1335.2646413104117","1335.2646413104117"
"45636","176","176","176","1445.4323304636712","1445.4323304636712","1445.4323304636712"
"46250","177","177","177","1495.2866395216697","1495.2866395216697","1495.2866395216697"
"47419","178","178","178","1531.5792866736745","1531.5792866736745","1531.5792866736745"
"47924","179","179","179","1556.9230339099713","1556.9230339099713","1556.9230339099713"
"48378","180","180","180","1582.6252246016813","1582.6252246016813","1582.6252246016813"
"48473","181","181","181","1582.0787200521029","1582.0787200521029","1582.0787200521029"
"48608","182","182","182","1568.1245547318017","1568.1245547318017","1568.1245547318017"
"49023","183","183","183","1568.2510964589296","1568.2510964589296","1568.2510964589296"
"50786","184","184","184","1675.2765431797386","1675.2765431797386","1675.2765431797386"
"50925","185","185","185","1678.385358792888","1678.385358792888","1678.385358792888"
"51254","186","186","186","1679.635708951493","1679.635708951493","1679.635708951493"
"51930","187","187","187","1713.3946141757299","1713.3946141757299","1713.3946141757299"
"53148","188","188","188","1790.3014993999689","1790.3014993999689","1790.3014993999689"
"53715","189","189","189","1767.1791381995235","1767.1791381995235","1767.1791381995235"
"54693","190","190","190","1807.856450879058","1807.856450879058","1807.856450879058"
"54944","191","191","191","1818.4977254149696","1818.4977254149696","1818.4977254149696"
"55103","192","192","192","1809.2843511931571","1809.2843511931571","1809.2843511931571"
"56183","193","193","193","1883.364889210712","1883.364889210712","1883.364889210712"
"56317","194","194","194","1848.2606953009088","1848.2606953009088","1848.2606953009088"
"56933","195","195","195","1878.8155333261175","1878.8155333261175","1878.8155333261175"
"58259","196","196","196","1926.6488667884678","1926.6488667884678","1926.6488667884678"
"58508","197","197","197","1887.4641571180864","1887.4641571180864","1887.4641571180864"
"58681","198","198","198","1879.4278361746756","1879.4278361746756","1879.4278361746756"
"59832","199","199","199","1934.1981105120476","1934.1981105120476","1934.1981105120476"
"60055","200","200","200","1940.4656948846769","1940.4656948846769","1940.4656948846769"
"60222","201","201","201","1942.0112993804232","1942.0112993804232","1942.0112993804232"
"60511","202","202","202","1898.4411018604783","1898.4411018604783","1898.4411018604783"
"60814","203","203","203","1896.8534226153258","1896.8534226153258","1896.8534226153258"
"61187","204","204","204","1911.9480901625031","1911.9480901625031","1911.9480901625031"
"61482","205","205","205","1919.0242672618222","1919.0242672618222","1919.0242672618222"
"61562","206","206","206","1867.8986718768815","1867.8986718768815","1867.8986718768815"
"62089","207","207","207","1882.3428751087104","1882.3428751087104","1882.3428751087104"
"62923","208","208","208","1904.0171049825303","1904.0171049825303","1904.0171049825303"
"63519","209","209","209","1920.8525133917342","1920.8525133917342","1920.8525133917342"
"64004","210","210","210","1920.6723409392507","1920.6723409392507","1920.6723409392507"
"64333","211","211","211","1917.518462564114","1917.518462564114","1917.518462564114"
"64904","212","212","212","1914.4482022874517","1914.4482022874517","1914.4482022874517"
"66159","213","213","213","1990.2406120025687","1990.2406120025687","1990.2406120025687"
"66475","214","214","214","1987.6255889237668","1987.6255889237668","1987.6255889237668"
"67185","215","215","215","2017.58068545491","2017.58068545491","2017.58068545491"
"67438","216","216","216","2030.29883847092","2030.29883847092","2030.29883847092"
"67699","217","217","217","1998.9337292890896","1998.9337292890896","1998.9337292890896"
"67933","218","218","218","1983.4378871659449","1983.4378871659449","1983.4378871659449"
"68359","219","219","219","1988.8230166203516","1988.8230166203516","1988.8230166203516"
"68608","220","220","220","1904.004632249427","1904.004632249427","1904.004632249427"
"69117","221","221","221","1931.6417731064037","1931.6417731064037","1931.6417731064037"
"69309","222","222","222","1923.8101382873492","1923.8101382873492","1923.8101382873492"
"69596","223","223","223","1911.1271166396605","1911.1271166396605","1911.1271166396605"
"70481","224","224","224","1954.7923178019496","1954.7923178019496","1954.7923178019496"
"70602","225","225","225","1913.316800135598","1913.316800135598","1913.316800135598"
"70989","226","226","226","1803.8385550391479","1803.8385550391479","1803.8385550391479"
"71774","227","227","227","1804.8039402824738","1804.8039402824738","1804.8039402824738"
"72193","228","228","228","1755.9195486808667","1755.9195486808667","1755.9195486808667"
"72481","229","229","229","1737.0843801430754","1737.0843801430754","1737.0843801430754"
"72664","230","230","230","1720.1641623953233","1720.1641623953233","1720.1641623953233"
"73200","231","231","231","1747.655948670316","1747.655948670316","1747.655948670316"
"74135","232","232","232","1801.9380903518659","1801.9380903518659","1801.9380903518659"
"74288","233","233","233","1782.4030444375303","1782.4030444375303","1782.4030444375303"
"74434","234","234","234","1676.6895113381051","1676.6895113381051","1676.6895113381051"
"75136","235","235","235","1728.9379859210728","1728.9379859210728","1728.9379859210728"
"75308","236","236","236","1713.943461063129","1713.943461063129","1713.943461063129"
"75669","237","237","237","1702.0346079322167","1702.0346079322167","1702.0346079322167"
"75862","238","238","238","1631.434728047346","1631.434728047346","1631.434728047346"
"76032","239","239","239","1609.6144831494305","1609.6144831494305","1609.6144831494305"
"76278","240","240","240","1553.2156829355447","1553.2156829355447","1553.2156829355447"
"76404","241","241","241","1544.6427873588918","1544.6427873588918","1544.6427873588918"
"76945","242","242","242","1577.7477266553842","1577.7477266553842","1577.7477266553842"
"77089","243","243","243","1505.640123196811","1505.640123196811","1505.640123196811"
"77397","244","244","244","1523.4833244287504","1523.4833244287504","1523.4833244287504"
"77679","245","245","245","1501.3178805805694","1501.3178805805694","1501.3178805805694"
"78159","246","246","246","1447.6297001257665","1447.6297001257665","1447.6297001257665"
"78359","247","247","247","1447.1800094176701","1447.1800094176701","1447.1800094176701"
"78532","248","248","248","1448.1787261304387","1448.1787261304387","1448.1787261304387"
"78675","249","249","249","1386.5890508978198","1386.5890508978198","1386.5890508978198"
"78868","250","250","250","1385.204075336347","1385.204075336347","1385.204075336347"
"79015","251","251","251","1379.417527903671","1379.417527903671","1379.417527903671"
"79444","252","252","252","1395.0153756051618","1395.0153756051618","1395.0153756051618"
"79588","253","253","253","1380.7698828074333","1380.7698828074333","1380.7698828074333"
"79949","254","254","254","1385.1222570737716","1385.1222570737716","1385.1222570737716"
"80565","255","255","255","1409.7154039633","1409.7154039633","1409.7154039633"
"80705","256","256","256","1415.236232478717","1415.236232478717","1415.236232478717"
"80868","257","257","257","1388.4745485870965","1388.4745485870965","1388.4745485870965"
"80973","258","258","258","1341.6150040190519","1341.6150040190519","1341.6150040190519"
"81314","259","259","259","1319.7565426506042","1319.7565426506042","1319.7565426506042"
"81747","260","260","260","1324.144480633181","1324.144480633181","1324.144480633181"
"81872","261","261","261","1305.2582371594965","1305.2582371594965","1305.2582371594965"
"82140","262","262","262","1284.7973256311402","1284.7973256311402","1284.7973256311402"
"82341","263","263","263","1203.074475431928","1203.074475431928","1203.074475431928"
"82601","264","264","264","1204.6928342279941","1204.6928342279941","1204.6928342279941"
"82873","265","265","265","1175.089429629245","1175.089429629245","1175.089429629245"
"83024","266","266","266","1165.1961892611162","1165.1961892611162","1165.1961892611162"
"83290","267","267","267","1165.6082243230558","1165.6082243230558","1165.6082243230558"
"83969","268","268","268","1197.7844125330741","1197.7844125330741","1197.7844125330741"
"84218","269","269","269","1183.9284276624587","1183.9284276624587","1183.9284276624587"
"84373","270","270","270","1179.4574494506485","1179.4574494506485","1179.4574494506485"
"84830","271","271","271","1182.104780003505","1182.104780003505","1182.104780003505"
"85033","272","272","272","1183.5500096831975","1183.5500096831975","1183.5500096831975"
"85234","273","273","273","1178.3937750314672","1178.3937750314672","1178.3937750314672"
"85808","274","274","274","1156.682645721898","1156.682645721898","1156.682645721898"
"85911","275","275","275","1153.5176701638552","1153.5176701638552","1153.5176701638552"
"86325","276","276","276","1147.9519172027192","1147.9519172027192","1147.9519172027192"
"86800","277","277","277","1137.1851463461937","1137.1851463461937","1137.1851463461937"
"87075","278","278","278","1132.7007433376145","1132.7007433376145","1132.7007433376145"
"87545","279","279","279","1158.4862272619905","1158.4862272619905","1158.4862272619905"
"87809","280","280","280","1174.0891628435859","1174.0891628435859","1174.0891628435859"
"88454","281","281","281","1185.9564254890886","1185.9564254890886","1185.9564254890886"
"88894","282","282","282","1161.3231250684894","1161.3231250684894","1161.3231250684894"
"89325","283","283","283","1193.761580096567","1193.761580096567","1193.761580096567"
"89619","284","284","284","1201.6676848693864","1201.6676848693864","1201.6676848693864"
"89838","285","285","285","1151.7122547429176","1151.7122547429176","1151.7122547429176"
"90284","286","286","286","1171.9195132029117","1171.9195132029117","1171.9195132029117"
"91008","287","287","287","1192.2695059016019","1192.2695059016019","1192.2695059016019"
"91393","288","288","288","1212.8679249165475","1212.8679249165475","1212.8679249165475"
"92339","289","289","289","1282.5512257797525","1282.5512257797525","1282.5512257797525"
"92688","290","290","290","1306.544506007538","1306.544506007538","1306.544506007538"
"92802","291","291","291","1303.0254481119885","1303.0254481119885","1303.0254481119885"
"92932","292","292","292","1268.5596508270205","1268.5596508270205","1268.5596508270205"
"93210","293","293","293","1274.3451208800445","1274.3451208800445","1274.3451208800445"
"93791","294","294","294","1287.6271978051332","1287.6271978051332","1287.6271978051332"
"93879","295","295","295","1269.1138813535313","1269.1138813535313","1269.1138813535313"
"94035","296","296","296","1242.767363486552","1242.767363486552","1242.767363486552"
"94218","297","297","297","1244.439699695897","1244.439699695897","1244.439699695897"
"94906","298","298","298","1277.7158311014882","1277.7158311014882","1277.7158311014882"
"95222","299","299","299","1293.9704291856035","1293.9704291856035","1293.9704291856035"
"95371","300","300","300","1288.4174943000105","1288.4174943000105","1288.4174943000105"
"95563","301","301","301","1296.3272091800322","1296.3272091800322","1296.3272091800322"
"95730","302","302","302","1275.8848657523115","1275.8848657523115","1275.8848657523115"
"95934","303","303","303","1280.1941148580681","1280.1941148580681","1280.1941148580681"
"96902","304","304","304","1338.5047870467342","1338.5047870467342","1338.5047870467342"
"97553","305","305","305","1359.906978590132","1359.906978590132","1359.906978590132"
"97951","306","306","306","1375.951961249341","1375.951961249341","1375.951961249341"
"98389","307","307","307","1404.4100620298914","1404.4100620298914","1404.4100620298914"
"98532","308","308","308","1407.5838809242885","1407.5838809242885","1407.5838809242885"
"99084","309","309","309","1428.2214667973094","1428.2214667973094","1428.2214667973094"
"99633","310","310","310","1438.6358589492668","1438.6358589492668","1438.6358589492668"
"99823","311","311","311","1447.5911589522707","1447.5911589522707","1447.5911589522707"
"99951","312","312","312","1439.9147551040153","1439.9147551040153","1439.9147551040153"
"100828","313","313","313","1491.1492111826003","1491.1492111826003","1491.1492111826003"
"101083","314","314","314","1489.258366914355","1489.258366914355","1489.258366914355"
"101672","315","315","315","1522.9323456558382","1522.9323456558382","1522.9323456558382"
"101921","316","316","316","1531.6394404964221","1531.6394404964221","1531.6394404964221"
"102332","317","317","317","1558.219607893566","1558.219607893566","1558.219607893566"
"102771","318","318","318","1537.8367769503125","1537.8367769503125","1537.8367769503125"
"103202","319","319","319","1551.8841776553031","1551.8841776553031","1551.8841776553031"
"104829","320","320","320","1679.704755650468","1679.704755650468","1679.704755650468"
"105984","321","321","321","1727.003885359894","1727.003885359894","1727.003885359894"
"106300","322","322","322","1730.2290897154037","1730.2290897154037","1730.2290897154037"
"106862","323","323","323","1758.851217488267","1758.851217488267","1758.851217488267"
"107023","324","324","324","1728.129829801","1728.129829801","1728.129829801"
"107204","325","325","325","1732.4220664712225","1732.4220664712225","1732.4220664712225"
"107414","326","326","326","1722.4329721395695","1722.4329721395695","1722.4329721395695"
"107956","327","327","327","1733.2307556437136","1733.2307556437136","1733.2307556437136"
"108121","328","328","328","1718.8859555280785","1718.8859555280785","1718.8859555280785"
"108275","329","329","329","1683.6039021888619","1683.6039021888619","1683.6039021888619"
"108481","330","330","330","1663.6737041422123","1663.6737041422123","1663.6737041422123"
"108629","331","331","331","1634.6555504312596","1634.6555504312596","1634.6555504312596"
"108875","332","332","332","1612.6973378709224","1612.6973378709224","1612.6973378709224"
"109028","333","333","333","1586.847607404562","1586.847607404562","1586.847607404562"
"109711","334","334","334","1621.3073006799966","1621.3073006799966","1621.3073006799966"
"109937","335","335","335","1628.7236957270068","1628.7236957270068","1628.7236957270068"
"110307","336","336","336","1623.1597927013502","1623.1597927013502","1623.1597927013502"
"110486","337","337","337","1585.7091083056107","1585.7091083056107","1585.7091083056107"
"110853","338","338","338","1576.4863453116786","1576.4863453116786","1576.4863453116786"
"111213","339","339","339","1519.296885172743","1519.296885172743","1519.296885172743"
"111352","340","340","340","1491.0793853326895","1491.0793853326895","1491.0793853326895"
"111680","341","341","341","1510.6452259950236","1510.6452259950236","1510.6452259950236"
"111937","342","342","342","1524.7411082660362","1524.7411082660362","1524.7411082660362"
"112364","343","343","343","1545.0281764315735","1545.0281764315735","1545.0281764315735"
"112902","344","344","344","1546.230078826558","1546.230078826558","1546.230078826558"
"113021","345","345","345","1548.990956595916","1548.990956595916","1548.990956595916"
"113419","346","346","346","1566.7840127014126","1566.7840127014126","1566.7840127014126"
"113674","347","347","347","1572.6473619919384","1572.6473619919384","1572.6473619919384"
"113923","348","348","348","1547.4864908685026","1547.4864908685026","1547.4864908685026"
"114057","349","349","349","1529.3073325799344","1529.3073325799344","1529.3073325799344"
"114405","350","350","350","1546.3252286281152","1546.3252286281152","1546.3252286281152"
"114695","351","351","351","1557.4069127570829","1557.4069127570829","1557.4069127570829"
