"405","0","0","0","673.4257774663691","673.4257774663691","673.4257774663691"
"2919","1","1","1","6626.150429536597","6626.150429536597","6626.150429536597"
"3002","2","2","2","235.9730088371811","235.9730088371811","235.9730088371811"
"3316","3","3","3","824.8741006204801","824.8741006204801","824.8741006204801"
"3406","4","4","4","307.41494685011776","307.41494685011776","307.41494685011776"
"3480","5","5","5","156.0317024034392","156.0317024034392","156.0317024034392"
"3548","6","6","6","168.88289142825525","168.88289142825525","168.88289142825525"
"3611","7","7","7","163.18297768505806","163.18297768505806","163.18297768505806"
"3679","8","8","8","155.16006653688805","155.16006653688805","155.16006653688805"
"3989","9","9","9","944.364189737288","944.364189737288","944.364189737288"
"4105","10","10","10","372.00712527580407","372.00712527580407","372.00712527580407"
"4322","11","11","11","619.8187708571771","619.8187708571771","619.8187708571771"
"4400","12","12","12","253.0045063589928","253.0045063589928","253.0045063589928"
"4463","13","13","13","143.1464461415417","143.1464461415417","143.1464461415417"
"4518","14","14","14","165.88625009076384","165.88625009076384","165.88625009076384"
"4573","15","15","15","125.30002658169695","125.30002658169695","125.30002658169695"
"4627","16","16","16","154.96760073428356","154.96760073428356","154.96760073428356"
"4682","17","17","17","125.64200221879045","125.64200221879045","125.64200221879045"
"4737","18","18","18","147.91678134494492","147.91678134494492","147.91678134494492"
"4834","19","19","19","223.2497729287398","223.2497729287398","223.2497729287398"
"4897","20","20","20","156.2361921082279","156.2361921082279","156.2361921082279"
"4959","21","21","21","158.80737432871615","158.80737432871615","158.80737432871615"
"5018","22","22","22","146.29072867574928","146.29072867574928","146.29072867574928"
"5078","23","23","23","149.89709945891568","149.89709945891568","149.89709945891568"
"5137","24","24","24","146.57868243907424","146.57868243907424","146.57868243907424"
"5188","25","25","25","130.31583051168585","130.31583051168585","130.31583051168585"
"5245","26","26","26","142.57031835213627","142.57031835213627","142.57031835213627"
"5308","27","27","27","160.99172261756405","160.99172261756405","160.99172261756405"
"5363","28","28","28","140.6704185989196","140.6704185989196","140.6704185989196"
"5465","29","29","29","234.7588574740389","234.7588574740389","234.7588574740389"
"5541","30","30","30","190.98563211342653","190.98563211342653","190.98563211342653"
"5607","31","31","31","158.45776626571362","158.45776626571362","158.45776626571362"
"5666","32","32","32","153.18962431611783","153.18962431611783","153.18962431611783"
"5720","33","33","33","129.5295507973629","129.5295507973629","129.5295507973629"
"5773","34","34","34","139.15610354905294","139.15610354905294","139.15610354905294"
"5832","35","35","35","139.60041441094882","139.60041441094882","139.60041441094882"
"5890","36","36","36","156.4939298841726","156.4939298841726","156.4939298841726"
"5946","37","37","37","133.4654788192385","133.4654788192385","133.4654788192385"
"5999","38","38","38","138.8383974021162","138.8383974021162","138.8383974021162"
"6109","39","39","39","213.47930063133856","213.47930063133856","213.47930063133856"
"6179","40","40","40","208.8391815176458","208.8391815176458","208.8391815176458"
"6238","41","41","41","128.52318714516295","128.52318714516295","128.52318714516295"
"6302","42","42","42","178.85527831550132","178.85527831550132","178.85527831550132"
"6356","43","43","43","123.10446015379425","123.10446015379425","123.10446015379425"
"6416","44","44","44","160.39551039714314","160.39551039714314","160.39551039714314"
"6468","45","45","45","121.87857061299876","121.87857061299876","121.87857061299876"
"6520","46","46","46","139.04854529210013","139.04854529210013","139.04854529210013"
"6574","47","47","47","129.28942331921067","129.28942331921067","129.28942331921067"
"6634","48","48","48","156.18629254617537","156.18629254617537","156.18629254617537"
"6717","49","49","49","192.49663550045426","192.49663550045426","192.49663550045426"
"6773","50","50","50","142.01652820082134","142.01652820082134","142.01652820082134"
"6824","51","51","51","126.31630618717784","126.31630618717784","126.31630618717784"
"6873","52","52","52","130.26584120117442","130.26584120117442","130.26584120117442"
"6922","53","53","53","122.96811918488892","122.96811918488892","122.96811918488892"
"6975","54","54","54","140.14440624484672","140.14440624484672","140.14440624484672"
"7032","55","55","55","136.24957902800125","136.24957902800125","136.24957902800125"
"7089","56","56","56","150.59923494736515","150.59923494736515","150.59923494736515"
"7148","57","57","57","137.35478067613846","137.35478067613846","137.35478067613846"
"7210","58","58","58","168.04568461034015","168.04568461034015","168.04568461034015"
"7303","59","59","59","217.76782001265303","217.76782001265303","217.76782001265303"
"7370","60","60","60","189.57955118500664","189.57955118500664","189.57955118500664"
"7428","61","61","61","149.41659260595284","149.41659260595284","149.41659260595284"
"7486","62","62","62","173.33490662681405","173.33490662681405","173.33490662681405"
"7540","63","63","63","132.82896170172347","132.82896170172347","132.82896170172347"
"7602","64","64","64","180.07743918866015","180.07743918866015","180.07743918866015"
"7663","65","65","65","145.4114916550738","145.4114916550738","145.4114916550738"
"7725","66","66","66","179.03909703198167","179.03909703198167","179.03909703198167"
"7779","67","67","67","118.45850149768279","118.45850149768279","118.45850149768279"
"7835","68","68","68","158.49974649582444","158.49974649582444","158.49974649582444"
"7927","69","69","69","221.17423643283377","221.17423643283377","221.17423643283377"
"7987","70","70","70","145.2242530314931","145.2242530314931","145.2242530314931"
"8049","71","71","71","160.48250737757135","160.48250737757135","160.48250737757135"
"8106","72","72","72","137.85039098332732","137.85039098332732","137.85039098332732"
"8167","73","73","73","161.39754542593568","161.39754542593568","161.39754542593568"
"8219","74","74","74","123.68809467388903","123.68809467388903","123.68809467388903"
