"step_idx","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - _step","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - _step__MIN","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - _step__MAX","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - ### EVERY TRAIN EPISODE REWARDS ###","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - ### EVERY TRAIN EPISODE REWARDS ###__MIN","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - ### EVERY TRAIN EPISODE REWARDS ###__MAX"
"60903","364","364","364","102.0973372309977","102.0973372309977","102.0973372309977"
"60956","365","365","365","162.09252337391513","162.09252337391513","162.09252337391513"
"61013","366","366","366","130.77905858445365","130.77905858445365","130.77905858445365"
"61069","367","367","367","152.98965029760524","152.98965029760524","152.98965029760524"
"61123","368","368","368","127.52751419662829","127.52751419662829","127.52751419662829"
"61260","369","369","369","358.8296282659717","358.8296282659717","358.8296282659717"
"61324","370","370","370","136.342426527303","136.342426527303","136.342426527303"
"61381","371","371","371","152.47738855061212","152.47738855061212","152.47738855061212"
"61438","372","372","372","131.60665788887374","131.60665788887374","131.60665788887374"
"61499","373","373","373","161.4033350555606","161.4033350555606","161.4033350555606"
"61551","374","374","374","124.55732675842067","124.55732675842067","124.55732675842067"
"61603","375","375","375","137.05193996961603","137.05193996961603","137.05193996961603"
"61658","376","376","376","131.5998063890525","131.5998063890525","131.5998063890525"
"61708","377","377","377","131.02013644099313","131.02013644099313","131.02013644099313"
"61755","378","378","378","114.98229284398133","114.98229284398133","114.98229284398133"
"61891","379","379","379","406.03033140452715","406.03033140452715","406.03033140452715"
"61957","380","380","380","141.6124479940865","141.6124479940865","141.6124479940865"
"62015","381","381","381","162.11171422317662","162.11171422317662","162.11171422317662"
"62074","382","382","382","128.51560939770047","128.51560939770047","128.51560939770047"
"62129","383","383","383","152.25467896114228","152.25467896114228","152.25467896114228"
"62180","384","384","384","115.95110290120519","115.95110290120519","115.95110290120519"
"62246","385","385","385","183.45958255233782","183.45958255233782","183.45958255233782"
"62306","386","386","386","136.0152659455725","136.0152659455725","136.0152659455725"
"62369","387","387","387","176.168850326214","176.168850326214","176.168850326214"
"62427","388","388","388","130.7058156625622","130.7058156625622","130.7058156625622"
"62563","389","389","389","343.05883005210944","343.05883005210944","343.05883005210944"
"62640","390","390","390","211.30844041861292","211.30844041861292","211.30844041861292"
"62701","391","391","391","136.46197055281144","136.46197055281144","136.46197055281144"
"62762","392","392","392","164.41537036164343","164.41537036164343","164.41537036164343"
"62827","393","393","393","150.508617716737","150.508617716737","150.508617716737"
"62878","394","394","394","138.46604272140175","138.46604272140175","138.46604272140175"
"62930","395","395","395","120.3597357491893","120.3597357491893","120.3597357491893"
"62991","396","396","396","168.30003204033727","168.30003204033727","168.30003204033727"
"63041","397","397","397","115.41535758383607","115.41535758383607","115.41535758383607"
"63093","398","398","398","140.243492579497","140.243492579497","140.243492579497"
"63208","399","399","399","343.5858741009502","343.5858741009502","343.5858741009502"
"63267","400","400","400","136.8502807465602","136.8502807465602","136.8502807465602"
"63325","401","401","401","162.84452640147197","162.84452640147197","162.84452640147197"
"63384","402","402","402","142.14768798608696","142.14768798608696","142.14768798608696"
"63448","403","403","403","165.8162605647388","165.8162605647388","165.8162605647388"
"63511","404","404","404","155.39064016631215","155.39064016631215","155.39064016631215"
"63571","405","405","405","145.20884041888112","145.20884041888112","145.20884041888112"
"63621","406","406","406","134.8559452750434","134.8559452750434","134.8559452750434"
"63672","407","407","407","118.1777626752435","118.1777626752435","118.1777626752435"
"63720","408","408","408","129.97125731944803","129.97125731944803","129.97125731944803"
"64083","409","409","409","1074.6059561292172","1074.6059561292172","1074.6059561292172"
"64173","410","410","410","340.43117851404895","340.43117851404895","340.43117851404895"
"64234","411","411","411","196.23985252652608","196.23985252652608","196.23985252652608"
"64286","412","412","412","113.30463790754729","113.30463790754729","113.30463790754729"
"64340","413","413","413","160.67782374812424","160.67782374812424","160.67782374812424"
"64394","414","414","414","130.3042204117029","130.3042204117029","130.3042204117029"
"64446","415","415","415","136.34129421381036","136.34129421381036","136.34129421381036"
"64495","416","416","416","121.53947194821419","121.53947194821419","121.53947194821419"
"64554","417","417","417","145.78627140967896","145.78627140967896","145.78627140967896"
"64618","418","418","418","158.77523272947172","158.77523272947172","158.77523272947172"
"64749","419","419","419","389.8522813575032","389.8522813575032","389.8522813575032"
"64811","420","420","420","164.36702202538277","164.36702202538277","164.36702202538277"
"64875","421","421","421","156.02467314694127","156.02467314694127","156.02467314694127"
"64929","422","422","422","136.60304326426032","136.60304326426032","136.60304326426032"
"64981","423","423","423","128.07480748374766","128.07480748374766","128.07480748374766"
"65036","424","424","424","139.12857722529853","139.12857722529853","139.12857722529853"
"65097","425","425","425","154.22290647869494","154.22290647869494","154.22290647869494"
"65151","426","426","426","137.51784256778285","137.51784256778285","137.51784256778285"
"65202","427","427","427","126.19431926248105","126.19431926248105","126.19431926248105"
"65250","428","428","428","123.20134960594214","123.20134960594214","123.20134960594214"
"66084","429","429","429","2941.1595958337543","2941.1595958337543","2941.1595958337543"
"66291","430","430","430","516.2932247970197","516.2932247970197","516.2932247970197"
"66466","431","431","431","456.34031452403894","456.34031452403894","456.34031452403894"
"66529","432","432","432","189.41977694539685","189.41977694539685","189.41977694539685"
"66587","433","433","433","129.59823692313384","129.59823692313384","129.59823692313384"
"66643","434","434","434","154.03652681546825","154.03652681546825","154.03652681546825"
"66698","435","435","435","124.63946891173416","124.63946891173416","124.63946891173416"
"66751","436","436","436","146.53429374270561","146.53429374270561","146.53429374270561"
"66806","437","437","437","127.31426653206353","127.31426653206353","127.31426653206353"
"66861","438","438","438","149.3633050992201","149.3633050992201","149.3633050992201"
"66997","439","439","439","382.3117172818455","382.3117172818455","382.3117172818455"
"67057","440","440","440","159.03901128309815","159.03901128309815","159.03901128309815"
"67114","441","441","441","171.54900557162105","171.54900557162105","171.54900557162105"
"67167","442","442","442","126.06097618548604","126.06097618548604","126.06097618548604"
"67225","443","443","443","147.95437891161032","147.95437891161032","147.95437891161032"
"67282","444","444","444","141.7604970376507","141.7604970376507","141.7604970376507"
"67337","445","445","445","142.08874067196305","142.08874067196305","142.08874067196305"
"67389","446","446","446","128.1785073782157","128.1785073782157","128.1785073782157"
"67444","447","447","447","141.0628302727239","141.0628302727239","141.0628302727239"
"67503","448","448","448","144.97373969232135","144.97373969232135","144.97373969232135"
"68581","449","449","449","3726.5890912104574","3726.5890912104574","3726.5890912104574"
"68664","450","450","450","278.82993272369157","278.82993272369157","278.82993272369157"
"68734","451","451","451","186.4153023527987","186.4153023527987","186.4153023527987"
"68798","452","452","452","152.18896430235702","152.18896430235702","152.18896430235702"
"68858","453","453","453","157.94639482512386","157.94639482512386","157.94639482512386"
"68913","454","454","454","123.72363636087084","123.72363636087084","123.72363636087084"
"68971","455","455","455","157.96068712323412","157.96068712323412","157.96068712323412"
"69028","456","456","456","124.83231270251382","124.83231270251382","124.83231270251382"
"69085","457","457","457","159.6176686853427","159.6176686853427","159.6176686853427"
"69142","458","458","458","130.93572339017774","130.93572339017774","130.93572339017774"
"69264","459","459","459","368.77632759524164","368.77632759524164","368.77632759524164"
"69325","460","460","460","156.71422948968745","156.71422948968745","156.71422948968745"
"69385","461","461","461","148.93799199859993","148.93799199859993","148.93799199859993"
"69434","462","462","462","130.64782070235873","130.64782070235873","130.64782070235873"
"69485","463","463","463","118.51622442976391","118.51622442976391","118.51622442976391"
"69539","464","464","464","142.65635179121736","142.65635179121736","142.65635179121736"
"69594","465","465","465","130.4768172608323","130.4768172608323","130.4768172608323"
"69647","466","466","466","140.8251814605635","140.8251814605635","140.8251814605635"
"69700","467","467","467","126.49932366527773","126.49932366527773","126.49932366527773"
"69755","468","468","468","150.585820163642","150.585820163642","150.585820163642"
"70101","469","469","469","1281.1307965008862","1281.1307965008862","1281.1307965008862"
"70166","470","470","470","130.5196144987041","130.5196144987041","130.5196144987041"
"70224","471","471","471","187.25284164870186","187.25284164870186","187.25284164870186"
"70277","472","472","472","112.83327840511578","112.83327840511578","112.83327840511578"
"70331","473","473","473","145.3319944855237","145.3319944855237","145.3319944855237"
"70389","474","474","474","140.26111403462275","140.26111403462275","140.26111403462275"
"70451","475","475","475","155.16740601715753","155.16740601715753","155.16740601715753"
"70504","476","476","476","133.24093708927117","133.24093708927117","133.24093708927117"
"70548","477","477","477","109.7232735941213","109.7232735941213","109.7232735941213"
"70594","478","478","478","116.8642257191134","116.8642257191134","116.8642257191134"
"70703","479","479","479","307.7872253702959","307.7872253702959","307.7872253702959"
"70759","480","480","480","117.64241567137411","117.64241567137411","117.64241567137411"
"70812","481","481","481","148.76564815230256","148.76564815230256","148.76564815230256"
"70865","482","482","482","121.88041434054966","121.88041434054966","121.88041434054966"
"70914","483","483","483","130.68082411833413","130.68082411833413","130.68082411833413"
"70964","484","484","484","121.94852807728816","121.94852807728816","121.94852807728816"
"71014","485","485","485","130.29922089905375","130.29922089905375","130.29922089905375"
"71068","486","486","486","137.52588180046885","137.52588180046885","137.52588180046885"
"71126","487","487","487","147.65562961673209","147.65562961673209","147.65562961673209"
"71184","488","488","488","143.82855121897902","143.82855121897902","143.82855121897902"
"71332","489","489","489","488.92735300299154","488.92735300299154","488.92735300299154"
"71392","490","490","490","152.74672077005474","152.74672077005474","152.74672077005474"
"71446","491","491","491","161.37433400064828","161.37433400064828","161.37433400064828"
"71506","492","492","492","146.31527590766854","146.31527590766854","146.31527590766854"
"71563","493","493","493","166.3680604018215","166.3680604018215","166.3680604018215"
"71614","494","494","494","116.07214061939216","116.07214061939216","116.07214061939216"
"71664","495","495","495","138.32094800611924","138.32094800611924","138.32094800611924"
"71715","496","496","496","117.56982574073236","117.56982574073236","117.56982574073236"
"71769","497","497","497","148.5641871006532","148.5641871006532","148.5641871006532"
"71818","498","498","498","112.52483979442981","112.52483979442981","112.52483979442981"
"71940","499","499","499","345.7684401814594","345.7684401814594","345.7684401814594"
"72004","500","500","500","185.96226570615775","185.96226570615775","185.96226570615775"
"72061","501","501","501","135.7107034326575","135.7107034326575","135.7107034326575"
"72127","502","502","502","187.31555152549046","187.31555152549046","187.31555152549046"
"72196","503","503","503","152.2986807503044","152.2986807503044","152.2986807503044"
"72260","504","504","504","179.68014594638933","179.68014594638933","179.68014594638933"
"72316","505","505","505","125.46081453965036","125.46081453965036","125.46081453965036"
"72381","506","506","506","182.86332835295337","182.86332835295337","182.86332835295337"
"72438","507","507","507","132.88671348658065","132.88671348658065","132.88671348658065"
"72488","508","508","508","133.79327466319583","133.79327466319583","133.79327466319583"
"72615","509","509","509","403.5374106244582","403.5374106244582","403.5374106244582"
"72670","510","510","510","120.29105475938691","120.29105475938691","120.29105475938691"
"72721","511","511","511","134.9196221616334","134.9196221616334","134.9196221616334"
"72773","512","512","512","122.1711114309491","122.1711114309491","122.1711114309491"
"72827","513","513","513","141.59019976145834","141.59019976145834","141.59019976145834"
"72880","514","514","514","129.16799803620145","129.16799803620145","129.16799803620145"
"72940","515","515","515","153.83622199107688","153.83622199107688","153.83622199107688"
"72994","516","516","516","133.78043915084027","133.78043915084027","133.78043915084027"
"73044","517","517","517","126.2643621900813","126.2643621900813","126.2643621900813"
"73098","518","518","518","137.20508260665417","137.20508260665417","137.20508260665417"
"73630","519","519","519","1843.6611270673413","1843.6611270673413","1843.6611270673413"
"73682","520","520","520","130.7957982064277","130.7957982064277","130.7957982064277"
"73733","521","521","521","140.55028518365472","140.55028518365472","140.55028518365472"
"73791","522","522","522","134.78647790918066","134.78647790918066","134.78647790918066"
"73847","523","523","523","153.78700915386102","153.78700915386102","153.78700915386102"
"73906","524","524","524","127.83181593717266","127.83181593717266","127.83181593717266"
"73960","525","525","525","154.10853542963739","154.10853542963739","154.10853542963739"
"74012","526","526","526","115.27201317808994","115.27201317808994","115.27201317808994"
"74065","527","527","527","150.51926438358788","150.51926438358788","150.51926438358788"
"74117","528","528","528","117.12006176541006","117.12006176541006","117.12006176541006"
"74617","529","529","529","1781.7473538785903","1781.7473538785903","1781.7473538785903"
"74679","530","530","530","177.38969535629332","177.38969535629332","177.38969535629332"
"74738","531","531","531","139.34378564603966","139.34378564603966","139.34378564603966"
"74803","532","532","532","166.34811669341224","166.34811669341224","166.34811669341224"
"74856","533","533","533","130.00428924277998","130.00428924277998","130.00428924277998"
"74906","534","534","534","128.25136337211478","128.25136337211478","128.25136337211478"
"74957","535","535","535","127.52057804345407","127.52057804345407","127.52057804345407"
"75009","536","536","536","133.72492797023418","133.72492797023418","133.72492797023418"
"75070","537","537","537","148.99840350817735","148.99840350817735","148.99840350817735"
"75132","538","538","538","150.9303818701434","150.9303818701434","150.9303818701434"
"75280","539","539","539","420.29235564062316","420.29235564062316","420.29235564062316"
"75338","540","540","540","135.70173308902818","135.70173308902818","135.70173308902818"
"75400","541","541","541","184.06077022603236","184.06077022603236","184.06077022603236"
"75461","542","542","542","135.63259128098304","135.63259128098304","135.63259128098304"
"75518","543","543","543","154.16713107676068","154.16713107676068","154.16713107676068"
"75578","544","544","544","140.07358616193324","140.07358616193324","140.07358616193324"
"75636","545","545","545","157.13863493286914","157.13863493286914","157.13863493286914"
"75689","546","546","546","124.46624768187111","124.46624768187111","124.46624768187111"
"75743","547","547","547","145.11963621925392","145.11963621925392","145.11963621925392"
"75801","548","548","548","137.5932364190433","137.5932364190433","137.5932364190433"
"76090","549","549","549","881.4545701338704","881.4545701338704","881.4545701338704"
"76154","550","550","550","160.04912152651255","160.04912152651255","160.04912152651255"
"76207","551","551","551","139.04337328725128","139.04337328725128","139.04337328725128"
"76254","552","552","552","116.77856214973463","116.77856214973463","116.77856214973463"
"76302","553","553","553","118.15030325639441","118.15030325639441","118.15030325639441"
"76353","554","554","554","130.09957363511674","130.09957363511674","130.09957363511674"
"76404","555","555","555","126.09025831375494","126.09025831375494","126.09025831375494"
"76454","556","556","556","127.35227123658166","127.35227123658166","127.35227123658166"
"76504","557","557","557","123.90292106744685","123.90292106744685","123.90292106744685"
"76554","558","558","558","128.47891244687926","128.47891244687926","128.47891244687926"
"76685","559","559","559","366.4525900074184","366.4525900074184","366.4525900074184"
"76749","560","560","560","181.09937496054022","181.09937496054022","181.09937496054022"
"76810","561","561","561","173.57592188220747","173.57592188220747","173.57592188220747"
"76869","562","562","562","143.78008587700123","143.78008587700123","143.78008587700123"
"76925","563","563","563","140.78050760310376","140.78050760310376","140.78050760310376"
"76981","564","564","564","138.18989506469325","138.18989506469325","138.18989506469325"
"77040","565","565","565","152.74587916145666","152.74587916145666","152.74587916145666"
"77095","566","566","566","135.21852604305792","135.21852604305792","135.21852604305792"
"77147","567","567","567","134.9761310730371","134.9761310730371","134.9761310730371"
"77201","568","568","568","132.7884763461711","132.7884763461711","132.7884763461711"
"77361","569","569","569","460.1853229006479","460.1853229006479","460.1853229006479"
"77441","570","570","570","236.69457272055593","236.69457272055593","236.69457272055593"
"77509","571","571","571","166.28963535386862","166.28963535386862","166.28963535386862"
"77569","572","572","572","191.74840179316047","191.74840179316047","191.74840179316047"
"77626","573","573","573","126.08028366030851","126.08028366030851","126.08028366030851"
"77686","574","574","574","162.5149068295117","162.5149068295117","162.5149068295117"
"77740","575","575","575","125.59228524914319","125.59228524914319","125.59228524914319"
"77794","576","576","576","146.3436110765431","146.3436110765431","146.3436110765431"
"77846","577","577","577","124.59649498880978","124.59649498880978","124.59649498880978"
"77897","578","578","578","135.95361797347252","135.95361797347252","135.95361797347252"
"78050","579","579","579","473.64074658378956","473.64074658378956","473.64074658378956"
"78122","580","580","580","147.02531161844647","147.02531161844647","147.02531161844647"
"78194","581","581","581","234.39614795678355","234.39614795678355","234.39614795678355"
"78254","582","582","582","157.92825443475496","157.92825443475496","157.92825443475496"
"78312","583","583","583","134.53695137639764","134.53695137639764","134.53695137639764"
"78372","584","584","584","163.0801180327329","163.0801180327329","163.0801180327329"
"78432","585","585","585","136.52969318503048","136.52969318503048","136.52969318503048"
"78485","586","586","586","142.5280464604738","142.5280464604738","142.5280464604738"
"78537","587","587","587","116.47875574316102","116.47875574316102","116.47875574316102"
"78593","588","588","588","154.79857617175594","154.79857617175594","154.79857617175594"
"78995","589","589","589","1645.1521978365408","1645.1521978365408","1645.1521978365408"
"79127","590","590","590","557.5960047548984","557.5960047548984","557.5960047548984"
"79200","591","591","591","180.7495867732305","180.7495867732305","180.7495867732305"
"79263","592","592","592","137.52739859809805","137.52739859809805","137.52739859809805"
"79321","593","593","593","157.29124593089617","157.29124593089617","157.29124593089617"
"79376","594","594","594","127.31883866481743","127.31883866481743","127.31883866481743"
"79427","595","595","595","135.01413872478372","135.01413872478372","135.01413872478372"
"79476","596","596","596","118.36616621159396","118.36616621159396","118.36616621159396"
"79529","597","597","597","141.03732316937948","141.03732316937948","141.03732316937948"
"79579","598","598","598","119.90858848939735","119.90858848939735","119.90858848939735"
"80229","599","599","599","2379.537057462659","2379.537057462659","2379.537057462659"
"80285","600","600","600","137.81655999960083","137.81655999960083","137.81655999960083"
"80340","601","601","601","159.02882568019777","159.02882568019777","159.02882568019777"
"80394","602","602","602","121.80270742586103","121.80270742586103","121.80270742586103"
"80449","603","603","603","151.58972259586423","151.58972259586423","151.58972259586423"
"80501","604","604","604","119.06873949019518","119.06873949019518","119.06873949019518"
"80557","605","605","605","153.9896186453215","153.9896186453215","153.9896186453215"
"80611","606","606","606","127.19164765618184","127.19164765618184","127.19164765618184"
"80671","607","607","607","162.3344223856303","162.3344223856303","162.3344223856303"
"80725","608","608","608","126.85195690377509","126.85195690377509","126.85195690377509"
"80984","609","609","609","734.2816435874436","734.2816435874436","734.2816435874436"
"81057","610","610","610","173.98797151218628","173.98797151218628","173.98797151218628"
"81119","611","611","611","178.46795625307553","178.46795625307553","178.46795625307553"
"81180","612","612","612","147.081326520423","147.081326520423","147.081326520423"
"81240","613","613","613","151.1150802694982","151.1150802694982","151.1150802694982"
"81295","614","614","614","138.32059783289205","138.32059783289205","138.32059783289205"
"81348","615","615","615","132.2173771764503","132.2173771764503","132.2173771764503"
"81402","616","616","616","139.640296266117","139.640296266117","139.640296266117"
"81454","617","617","617","130.18313045323814","130.18313045323814","130.18313045323814"
"81510","618","618","618","143.90266008737134","143.90266008737134","143.90266008737134"
"81650","619","619","619","434.9956281569511","434.9956281569511","434.9956281569511"
"81716","620","620","620","152.1915223790845","152.1915223790845","152.1915223790845"
"81775","621","621","621","156.1147591030531","156.1147591030531","156.1147591030531"
"81830","622","622","622","128.6379460722561","128.6379460722561","128.6379460722561"
"81888","623","623","623","150.09811564518898","150.09811564518898","150.09811564518898"
"81948","624","624","624","143.56541594499748","143.56541594499748","143.56541594499748"
"82008","625","625","625","155.39689737925667","155.39689737925667","155.39689737925667"
"82066","626","626","626","142.8416779662018","142.8416779662018","142.8416779662018"
"82128","627","627","627","159.9740215467465","159.9740215467465","159.9740215467465"
"82191","628","628","628","152.56171658218656","152.56171658218656","152.56171658218656"
"82576","629","629","629","1176.6951938040263","1176.6951938040263","1176.6951938040263"
"82796","630","630","630","473.515507114437","473.515507114437","473.515507114437"
"82998","631","631","631","777.1577520012135","777.1577520012135","777.1577520012135"
"83272","632","632","632","1063.0415599322694","1063.0415599322694","1063.0415599322694"
"83341","633","633","633","155.01358680866062","155.01358680866062","155.01358680866062"
"83404","634","634","634","184.27903659506745","184.27903659506745","184.27903659506745"
"83462","635","635","635","131.60622721739327","131.60622721739327","131.60622721739327"
"83518","636","636","636","153.34779500133916","153.34779500133916","153.34779500133916"
"83572","637","637","637","124.88544057077327","124.88544057077327","124.88544057077327"
"83630","638","638","638","155.02495623412202","155.02495623412202","155.02495623412202"
"83757","639","639","639","375.9568741293371","375.9568741293371","375.9568741293371"
"83811","640","640","640","119.74535144567007","119.74535144567007","119.74535144567007"
"83864","641","641","641","146.82177415747248","146.82177415747248","146.82177415747248"
"83914","642","642","642","115.12324501679174","115.12324501679174","115.12324501679174"
"83970","643","643","643","151.49017407811112","151.49017407811112","151.49017407811112"
"84029","644","644","644","138.7940601199179","138.7940601199179","138.7940601199179"
"84090","645","645","645","159.15985105894362","159.15985105894362","159.15985105894362"
"84145","646","646","646","131.78837453036002","131.78837453036002","131.78837453036002"
"84201","647","647","647","150.10308268425342","150.10308268425342","150.10308268425342"
"84254","648","648","648","125.65472528496063","125.65472528496063","125.65472528496063"
"84393","649","649","649","429.0546961963063","429.0546961963063","429.0546961963063"
"84453","650","650","650","147.81222892733683","147.81222892733683","147.81222892733683"
"84506","651","651","651","128.5321699654814","128.5321699654814","128.5321699654814"
"84564","652","652","652","145.82559561394172","145.82559561394172","145.82559561394172"
"84617","653","653","653","130.4931669187497","130.4931669187497","130.4931669187497"
"84671","654","654","654","137.1121681405337","137.1121681405337","137.1121681405337"
"84722","655","655","655","127.5381917963777","127.5381917963777","127.5381917963777"
"84779","656","656","656","146.24330898853407","146.24330898853407","146.24330898853407"
"84836","657","657","657","142.34031281032583","142.34031281032583","142.34031281032583"
"84892","658","658","658","141.81480428958542","141.81480428958542","141.81480428958542"
"85236","659","659","659","1196.9507913318705","1196.9507913318705","1196.9507913318705"
"85302","660","660","660","195.59741697431784","195.59741697431784","195.59741697431784"
"85357","661","661","661","131.7510410021357","131.7510410021357","131.7510410021357"
"85409","662","662","662","147.13820928754933","147.13820928754933","147.13820928754933"
"85460","663","663","663","114.75396864710383","114.75396864710383","114.75396864710383"
"85512","664","664","664","144.05042863351122","144.05042863351122","144.05042863351122"
"85570","665","665","665","128.70214433877064","128.70214433877064","128.70214433877064"
"85628","666","666","666","161.4843762430051","161.4843762430051","161.4843762430051"
"85680","667","667","667","117.6907488986923","117.6907488986923","117.6907488986923"
"85736","668","668","668","156.03546679376146","156.03546679376146","156.03546679376146"
"86389","669","669","669","2803.759176224546","2803.759176224546","2803.759176224546"
"86505","670","670","670","589.6756898240521","589.6756898240521","589.6756898240521"
"86563","671","671","671","152.86197529220914","152.86197529220914","152.86197529220914"
"86614","672","672","672","117.79610572812442","117.79610572812442","117.79610572812442"
"86662","673","673","673","127.71884523190818","127.71884523190818","127.71884523190818"
"86709","674","674","674","114.40882481105547","114.40882481105547","114.40882481105547"
"86772","675","675","675","156.58627553297896","156.58627553297896","156.58627553297896"
"86825","676","676","676","139.50579904713524","139.50579904713524","139.50579904713524"
"86882","677","677","677","139.14691340833295","139.14691340833295","139.14691340833295"
"86945","678","678","678","161.6909589534794","161.6909589534794","161.6909589534794"
"87266","679","679","679","795.4768846832711","795.4768846832711","795.4768846832711"
"87331","680","680","680","155.6896870159096","155.6896870159096","155.6896870159096"
"87388","681","681","681","165.84020970607781","165.84020970607781","165.84020970607781"
"87442","682","682","682","135.58623162038347","135.58623162038347","135.58623162038347"
"87494","683","683","683","141.50664287529617","141.50664287529617","141.50664287529617"
"87549","684","684","684","135.66604415045364","135.66604415045364","135.66604415045364"
"87605","685","685","685","143.36205572983238","143.36205572983238","143.36205572983238"
"87658","686","686","686","130.020830838813","130.020830838813","130.020830838813"
"87709","687","687","687","130.43537862739848","130.43537862739848","130.43537862739848"
"87759","688","688","688","123.85531363248796","123.85531363248796","123.85531363248796"
"88617","689","689","689","3100.6958327240905","3100.6958327240905","3100.6958327240905"
"88766","690","690","690","490.2011418307579","490.2011418307579","490.2011418307579"
"88848","691","691","691","190.6572910958735","190.6572910958735","190.6572910958735"
"88916","692","692","692","165.31823396930565","165.31823396930565","165.31823396930565"
"88977","693","693","693","153.7344366241341","153.7344366241341","153.7344366241341"
"89040","694","694","694","168.39187198271176","168.39187198271176","168.39187198271176"
"89092","695","695","695","121.52537569639816","121.52537569639816","121.52537569639816"
"89146","696","696","696","143.42582914484706","143.42582914484706","143.42582914484706"
"89196","697","697","697","119.45543838303158","119.45543838303158","119.45543838303158"
"89249","698","698","698","138.56930213142607","138.56930213142607","138.56930213142607"
"89374","699","699","699","366.1131195855567","366.1131195855567","366.1131195855567"
"89432","700","700","700","129.6666368807922","129.6666368807922","129.6666368807922"
"89487","701","701","701","159.64363649975152","159.64363649975152","159.64363649975152"
"89538","702","702","702","113.9642519629952","113.9642519629952","113.9642519629952"
"89591","703","703","703","146.51812152373358","146.51812152373358","146.51812152373358"
"89646","704","704","704","128.36123063898106","128.36123063898106","128.36123063898106"
"89697","705","705","705","137.17150911107817","137.17150911107817","137.17150911107817"
"89747","706","706","706","119.64425625263232","119.64425625263232","119.64425625263232"
"89802","707","707","707","144.6875070487438","144.6875070487438","144.6875070487438"
"89857","708","708","708","131.55139588882483","131.55139588882483","131.55139588882483"
"89975","709","709","709","361.89713338758196","361.89713338758196","361.89713338758196"
"90035","710","710","710","147.7611717509885","147.7611717509885","147.7611717509885"
"90100","711","711","711","164.93338850860152","164.93338850860152","164.93338850860152"
"90158","712","712","712","146.57927591647234","146.57927591647234","146.57927591647234"
"90214","713","713","713","137.20465206681092","137.20465206681092","137.20465206681092"
"90276","714","714","714","163.60616457460773","163.60616457460773","163.60616457460773"
"90337","715","715","715","148.72189980887933","148.72189980887933","148.72189980887933"
"90399","716","716","716","158.9533310775413","158.9533310775413","158.9533310775413"
"90456","717","717","717","135.6294265916589","135.6294265916589","135.6294265916589"
"90513","718","718","718","152.7708085130857","152.7708085130857","152.7708085130857"
"91449","719","719","719","3221.5901181350496","3221.5901181350496","3221.5901181350496"
"91895","720","720","720","1506.4055706937493","1506.4055706937493","1506.4055706937493"
"91950","721","721","721","154.41316462130735","154.41316462130735","154.41316462130735"
"92003","722","722","722","128.92463081453457","128.92463081453457","128.92463081453457"
"92053","723","723","723","132.3039013257479","132.3039013257479","132.3039013257479"
"92102","724","724","724","120.3044284285616","120.3044284285616","120.3044284285616"
"92155","725","725","725","137.2294571038313","137.2294571038313","137.2294571038313"
"92209","726","726","726","131.10481713890948","131.10481713890948","131.10481713890948"
"92263","727","727","727","142.99327418003057","142.99327418003057","142.99327418003057"
"92316","728","728","728","130.80753078003016","130.80753078003016","130.80753078003016"
"92451","729","729","729","361.3029965177775","361.3029965177775","361.3029965177775"
"92511","730","730","730","188.9413682417568","188.9413682417568","188.9413682417568"
"92566","731","731","731","125.56252848818306","125.56252848818306","125.56252848818306"
"92621","732","732","732","152.75984904855767","152.75984904855767","152.75984904855767"
"92675","733","733","733","119.39877059091738","119.39877059091738","119.39877059091738"
"92729","734","734","734","150.86222775217402","150.86222775217402","150.86222775217402"
"92790","735","735","735","137.22569989567182","137.22569989567182","137.22569989567182"
"92852","736","736","736","174.59610139703983","174.59610139703983","174.59610139703983"
"92910","737","737","737","131.38589676059973","131.38589676059973","131.38589676059973"
"92967","738","738","738","155.3077942423743","155.3077942423743","155.3077942423743"
"93099","739","739","739","358.2064400321372","358.2064400321372","358.2064400321372"
"93165","740","740","740","164.9691681303216","164.9691681303216","164.9691681303216"
"93224","741","741","741","160.4381445837263","160.4381445837263","160.4381445837263"
"93282","742","742","742","132.2204986206326","132.2204986206326","132.2204986206326"
"93341","743","743","743","163.55376097517188","163.55376097517188","163.55376097517188"
"93395","744","744","744","119.17282365289019","119.17282365289019","119.17282365289019"
"93452","745","745","745","161.1802764550321","161.1802764550321","161.1802764550321"
"93504","746","746","746","115.94310525008713","115.94310525008713","115.94310525008713"
"93554","747","747","747","138.64943157325294","138.64943157325294","138.64943157325294"
"93602","748","748","748","108.39131565050087","108.39131565050087","108.39131565050087"
"93729","749","749","749","364.82269462158206","364.82269462158206","364.82269462158206"
"93786","750","750","750","117.81624381926923","117.81624381926923","117.81624381926923"
"93840","751","751","751","143.964991861434","143.964991861434","143.964991861434"
