"step_idx","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - _step","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - _step__MIN","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - _step__MAX","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - train mean (50 episode rewards)","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - train mean (50 episode rewards)__MIN","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - train mean (50 episode rewards)__MAX"
"388413","1769","1769","1769","3335.0555426841543","3335.0555426841543","3335.0555426841543"
"388626","1770","1770","1770","3346.843069040078","3346.843069040078","3346.843069040078"
"391386","1771","1771","1771","3583.1215087118535","3583.1215087118535","3583.1215087118535"
"395289","1772","1772","1772","3913.4174461487873","3913.4174461487873","3913.4174461487873"
"395343","1773","1773","1773","3913.6804403880487","3913.6804403880487","3913.6804403880487"
"395395","1774","1774","1774","3913.58775476052","3913.58775476052","3913.58775476052"
"395443","1775","1775","1775","3913.7179734348065","3913.7179734348065","3913.7179734348065"
"395492","1776","1776","1776","3913.6497934091167","3913.6497934091167","3913.6497934091167"
"395541","1777","1777","1777","3913.860702745014","3913.860702745014","3913.860702745014"
"395593","1778","1778","1778","3913.8828209000003","3913.8828209000003","3913.8828209000003"
"396894","1779","1779","1779","4001.929507051749","4001.929507051749","4001.929507051749"
"396952","1780","1780","1780","3840.502395482065","3840.502395482065","3840.502395482065"
"397005","1781","1781","1781","3561.111534021793","3561.111534021793","3561.111534021793"
"397055","1782","1782","1782","3499.8318035858365","3499.8318035858365","3499.8318035858365"
"397109","1783","1783","1783","3368.3976666721774","3368.3976666721774","3368.3976666721774"
"397163","1784","1784","1784","3092.7261623692266","3092.7261623692266","3092.7261623692266"
"397215","1785","1785","1785","3054.2255421348077","3054.2255421348077","3054.2255421348077"
"397263","1786","1786","1786","2972.506490125597","2972.506490125597","2972.506490125597"
"397310","1787","1787","1787","2824.00209698248","2824.00209698248","2824.00209698248"
"397358","1788","1788","1788","2768.2299499406736","2768.2299499406736","2768.2299499406736"
"399077","1789","1789","1789","2563.8213101192873","2563.8213101192873","2563.8213101192873"
"399146","1790","1790","1790","2561.7914189564985","2561.7914189564985","2561.7914189564985"
"399205","1791","1791","1791","2561.665301857311","2561.665301857311","2561.665301857311"
"399263","1792","1792","1792","2561.442019789654","2561.442019789654","2561.442019789654"
"399316","1793","1793","1793","2561.5610514885884","2561.5610514885884","2561.5610514885884"
"399366","1794","1794","1794","2561.4715402669717","2561.4715402669717","2561.4715402669717"
"399419","1795","1795","1795","2561.7993984864593","2561.7993984864593","2561.7993984864593"
"399474","1796","1796","1796","2561.8278352268912","2561.8278352268912","2561.8278352268912"
"399527","1797","1797","1797","2562.226408956737","2562.226408956737","2562.226408956737"
"399579","1798","1798","1798","2561.9592603840074","2561.9592603840074","2561.9592603840074"
"402682","1799","1799","1799","2826.481087675389","2826.481087675389","2826.481087675389"
"402737","1800","1800","1800","2633.063545265458","2633.063545265458","2633.063545265458"
"402789","1801","1801","1801","2090.552779156899","2090.552779156899","2090.552779156899"
"402842","1802","1802","1802","2027.9405937404256","2027.9405937404256","2027.9405937404256"
"402892","1803","1803","1803","2027.703300202807","2027.703300202807","2027.703300202807"
"402944","1804","1804","1804","2027.3894932165692","2027.3894932165692","2027.3894932165692"
"402998","1805","1805","1805","2027.5967266794132","2027.5967266794132","2027.5967266794132"
"403048","1806","1806","1806","2027.251184061765","2027.251184061765","2027.251184061765"
"403098","1807","1807","1807","2027.0810107905513","2027.0810107905513","2027.0810107905513"
"403147","1808","1808","1808","2026.5366260912006","2026.5366260912006","2026.5366260912006"
"405906","1809","1809","1809","2029.9948795939263","2029.9948795939263","2029.9948795939263"
"406282","1810","1810","1810","2026.460008354684","2026.460008354684","2026.460008354684"
"406340","1811","1811","1811","1944.8796004616095","1944.8796004616095","1944.8796004616095"
"406390","1812","1812","1812","1638.645344248492","1638.645344248492","1638.645344248492"
"406442","1813","1813","1813","1590.804456518662","1590.804456518662","1590.804456518662"
"406497","1814","1814","1814","1591.3283967990105","1591.3283967990105","1591.3283967990105"
"406545","1815","1815","1815","1590.7022138629115","1590.7022138629115","1590.7022138629115"
"406599","1816","1816","1816","1591.5653687091774","1591.5653687091774","1591.5653687091774"
"406651","1817","1817","1817","1591.2609418530424","1591.2609418530424","1591.2609418530424"
"406699","1818","1818","1818","1591.64885660574","1591.64885660574","1591.64885660574"
"407013","1819","1819","1819","1525.981532831438","1525.981532831438","1525.981532831438"
"409084","1820","1820","1820","1683.079448015538","1683.079448015538","1683.079448015538"
"411956","1821","1821","1821","1695.93141325186","1695.93141325186","1695.93141325186"
"417400","1822","1822","1822","1836.6084818701463","1836.6084818701463","1836.6084818701463"
"417447","1823","1823","1823","1836.0549196774953","1836.0549196774953","1836.0549196774953"
"417493","1824","1824","1824","1835.909040470989","1835.909040470989","1835.909040470989"
"417538","1825","1825","1825","1835.63893940837","1835.63893940837","1835.63893940837"
"417587","1826","1826","1826","1835.733644415722","1835.733644415722","1835.733644415722"
"417640","1827","1827","1827","1835.864960894699","1835.864960894699","1835.864960894699"
"417687","1828","1828","1828","1835.6590048154692","1835.6590048154692","1835.6590048154692"
"418666","1829","1829","1829","1811.6747455936988","1811.6747455936988","1811.6747455936988"
"418846","1830","1830","1830","1820.7943249592554","1820.7943249592554","1820.7943249592554"
"422402","1831","1831","1831","2128.1462739420913","2128.1462739420913","2128.1462739420913"
"428050","1832","1832","1832","2625.5972627342026","2625.5972627342026","2625.5972627342026"
"429532","1833","1833","1833","2744.548168219281","2744.548168219281","2744.548168219281"
"429817","1834","1834","1834","2766.3201569066496","2766.3201569066496","2766.3201569066496"
"429945","1835","1835","1835","2774.6734389664884","2774.6734389664884","2774.6734389664884"
"434703","1836","1836","1836","3211.0826704825286","3211.0826704825286","3211.0826704825286"
"434767","1837","1837","1837","3211.4153410902627","3211.4153410902627","3211.4153410902627"
"434827","1838","1838","1838","3212.9000032168888","3212.9000032168888","3212.9000032168888"
"435285","1839","1839","1839","3105.3902899976633","3105.3902899976633","3105.3902899976633"
"442490","1840","1840","1840","3750.2226870346594","3750.2226870346594","3750.2226870346594"
"442546","1841","1841","1841","3750.254669616571","3750.254669616571","3750.254669616571"
"442600","1842","1842","1842","3750.0153509349116","3750.0153509349116","3750.0153509349116"
"442654","1843","1843","1843","3750.153527841547","3750.153527841547","3750.153527841547"
"442704","1844","1844","1844","3750.1064026207414","3750.1064026207414","3750.1064026207414"
"442754","1845","1845","1845","3749.9928478754055","3749.9928478754055","3749.9928478754055"
"442803","1846","1846","1846","3749.629328589668","3749.629328589668","3749.629328589668"
"442853","1847","1847","1847","3749.5379559200337","3749.5379559200337","3749.5379559200337"
"442906","1848","1848","1848","3749.5032071171922","3749.5032071171922","3749.5032071171922"
"445112","1849","1849","1849","3674.7372926516073","3674.7372926516073","3674.7372926516073"
"445166","1850","1850","1850","3674.847144189469","3674.847144189469","3674.847144189469"
"445217","1851","1851","1851","3674.6358555030815","3674.6358555030815","3674.6358555030815"
"445271","1852","1852","1852","3674.930918306278","3674.930918306278","3674.930918306278"
"445321","1853","1853","1853","3674.7559833751434","3674.7559833751434","3674.7559833751434"
"445372","1854","1854","1854","3674.9097955835564","3674.9097955835564","3674.9097955835564"
"445425","1855","1855","1855","3674.5924455855006","3674.5924455855006","3674.5924455855006"
"445483","1856","1856","1856","3675.2801488796663","3675.2801488796663","3675.2801488796663"
"445535","1857","1857","1857","3675.1403185553545","3675.1403185553545","3675.1403185553545"
"445585","1858","1858","1858","3675.389028426726","3675.389028426726","3675.389028426726"
"448492","1859","1859","1859","3691.875770312593","3691.875770312593","3691.875770312593"
"448850","1860","1860","1860","3683.752710792371","3683.752710792371","3683.752710792371"
"450558","1861","1861","1861","3829.864568197037","3829.864568197037","3829.864568197037"
"450613","1862","1862","1862","3830.2665065388464","3830.2665065388464","3830.2665065388464"
"450667","1863","1863","1863","3830.6268139273825","3830.6268139273825","3830.6268139273825"
"450720","1864","1864","1864","3830.267315748543","3830.267315748543","3830.267315748543"
"450773","1865","1865","1865","3830.767991523558","3830.767991523558","3830.767991523558"
"450828","1866","1866","1866","3830.598802684873","3830.598802684873","3830.598802684873"
"450882","1867","1867","1867","3830.938173214948","3830.938173214948","3830.938173214948"
"450932","1868","1868","1868","3830.8641518496083","3830.8641518496083","3830.8641518496083"
"451374","1869","1869","1869","3841.300190089815","3841.300190089815","3841.300190089815"
"451438","1870","1870","1870","3672.7351281485726","3672.7351281485726","3672.7351281485726"
"451494","1871","1871","1871","3423.6730651721577","3423.6730651721577","3423.6730651721577"
"451544","1872","1872","1872","2952.6704393884283","2952.6704393884283","2952.6704393884283"
"451593","1873","1873","1873","2952.6140721724278","2952.6140721724278","2952.6140721724278"
"451643","1874","1874","1874","2952.913226835812","2952.913226835812","2952.913226835812"
"451693","1875","1875","1875","2953.0245273805403","2953.0245273805403","2953.0245273805403"
"451744","1876","1876","1876","2953.289006790386","2953.289006790386","2953.289006790386"
"451792","1877","1877","1877","2952.853904775303","2952.853904775303","2952.853904775303"
"451843","1878","1878","1878","2953.26144823395","2953.26144823395","2953.26144823395"
"453917","1879","1879","1879","3058.2204956077294","3058.2204956077294","3058.2204956077294"
"453977","1880","1880","1880","3049.4560674729587","3049.4560674729587","3049.4560674729587"
"454035","1881","1881","1881","2741.6933575577796","2741.6933575577796","2741.6933575577796"
"454090","1882","1882","1882","2245.0510054447313","2245.0510054447313","2245.0510054447313"
"454142","1883","1883","1883","2125.4653697155723","2125.4653697155723","2125.4653697155723"
"454191","1884","1884","1884","2104.032923431786","2104.032923431786","2104.032923431786"
"454237","1885","1885","1885","2094.9156464430052","2094.9156464430052","2094.9156464430052"
"454284","1886","1886","1886","1658.8851256314979","1658.8851256314979","1658.8851256314979"
"454331","1887","1887","1887","1658.1706141051895","1658.1706141051895","1658.1706141051895"
"454377","1888","1888","1888","1656.9393019956156","1656.9393019956156","1656.9393019956156"
"454568","1889","1889","1889","1628.7051342138432","1628.7051342138432","1628.7051342138432"
"459704","1890","1890","1890","1455.036321876449","1455.036321876449","1455.036321876449"
"461825","1891","1891","1891","1637.2804793054272","1637.2804793054272","1637.2804793054272"
"461969","1892","1892","1892","1648.8559630742247","1648.8559630742247","1648.8559630742247"
"462031","1893","1893","1893","1649.2199988608058","1649.2199988608058","1649.2199988608058"
"462082","1894","1894","1894","1649.460651451772","1649.460651451772","1649.460651451772"
"462131","1895","1895","1895","1649.5793892578315","1649.5793892578315","1649.5793892578315"
"462181","1896","1896","1896","1649.6793264998464","1649.6793264998464","1649.6793264998464"
"462230","1897","1897","1897","1649.8422592944758","1649.8422592944758","1649.8422592944758"
"462278","1898","1898","1898","1649.471057426939","1649.471057426939","1649.471057426939"
"462914","1899","1899","1899","1506.6789392744279","1506.6789392744279","1506.6789392744279"
"463087","1900","1900","1900","1511.508964505799","1511.508964505799","1511.508964505799"
"464590","1901","1901","1901","1659.1136672344771","1659.1136672344771","1659.1136672344771"
"471115","1902","1902","1902","2299.161326862019","2299.161326862019","2299.161326862019"
"474539","1903","1903","1903","2623.687317782127","2623.687317782127","2623.687317782127"
"474831","1904","1904","1904","2651.292556300552","2651.292556300552","2651.292556300552"
"476250","1905","1905","1905","2784.790166150087","2784.790166150087","2784.790166150087"
"476813","1906","1906","1906","2838.8576190004405","2838.8576190004405","2838.8576190004405"
"476873","1907","1907","1907","2839.3894281943662","2839.3894281943662","2839.3894281943662"
"476928","1908","1908","1908","2839.4613805576937","2839.4613805576937","2839.4613805576937"
"477252","1909","1909","1909","2603.3349817190483","2603.3349817190483","2603.3349817190483"
"477630","1910","1910","1910","2612.1913137523366","2612.1913137523366","2612.1913137523366"
"477774","1911","1911","1911","2476.1837106816592","2476.1837106816592","2476.1837106816592"
"478758","1912","1912","1912","2565.650415465026","2565.650415465026","2565.650415465026"
"478820","1913","1913","1913","2566.172220598007","2566.172220598007","2566.172220598007"
"479528","1914","1914","1914","2623.5042609149414","2623.5042609149414","2623.5042609149414"
"480526","1915","1915","1915","2697.6048017977923","2697.6048017977923","2697.6048017977923"
"480743","1916","1916","1916","2706.1191770467303","2706.1191770467303","2706.1191770467303"
"480822","1917","1917","1917","2706.7051397217474","2706.7051397217474","2706.7051397217474"
"480904","1918","1918","1918","2708.2142452214093","2708.2142452214093","2708.2142452214093"
"482252","1919","1919","1919","2801.6045976285423","2801.6045976285423","2801.6045976285423"
"483026","1920","1920","1920","2844.829175942438","2844.829175942438","2844.829175942438"
"483634","1921","1921","1921","2896.459827707793","2896.459827707793","2896.459827707793"
"483733","1922","1922","1922","2898.906493023482","2898.906493023482","2898.906493023482"
"483975","1923","1923","1923","2913.7548697875227","2913.7548697875227","2913.7548697875227"
"485004","1924","1924","1924","3016.8804523739764","3016.8804523739764","3016.8804523739764"
"485372","1925","1925","1925","3047.8423492376337","3047.8423492376337","3047.8423492376337"
"486119","1926","1926","1926","3111.0550675042264","3111.0550675042264","3111.0550675042264"
"487174","1927","1927","1927","3208.5757071651883","3208.5757071651883","3208.5757071651883"
"488105","1928","1928","1928","3309.906191708984","3309.906191708984","3309.906191708984"
"489304","1929","1929","1929","3248.5522015531246","3248.5522015531246","3248.5522015531246"
"489614","1930","1930","1930","3273.8355023278227","3273.8355023278227","3273.8355023278227"
"490083","1931","1931","1931","3318.6373014652145","3318.6373014652145","3318.6373014652145"
"490793","1932","1932","1932","3391.2642723979357","3391.2642723979357","3391.2642723979357"
"491533","1933","1933","1933","3454.4108421966694","3454.4108421966694","3454.4108421966694"
"492457","1934","1934","1934","3538.3988629408","3538.3988629408","3538.3988629408"
"493103","1935","1935","1935","3593.4204745632846","3593.4204745632846","3593.4204745632846"
"494311","1936","1936","1936","3716.822852359156","3716.822852359156","3716.822852359156"
"495742","1937","1937","1937","3853.7118733405205","3853.7118733405205","3853.7118733405205"
"495963","1938","1938","1938","3867.722635144205","3867.722635144205","3867.722635144205"
"496547","1939","1939","1939","3901.445524154824","3901.445524154824","3901.445524154824"
"496894","1940","1940","1940","3460.613074054939","3460.613074054939","3460.613074054939"
"497509","1941","1941","1941","3325.849423400628","3325.849423400628","3325.849423400628"
"498285","1942","1942","1942","3386.5424064349963","3386.5424064349963","3386.5424064349963"
"499481","1943","1943","1943","3487.3719855860527","3487.3719855860527","3487.3719855860527"
"499574","1944","1944","1944","3489.032561433689","3489.032561433689","3489.032561433689"
"499679","1945","1945","1945","3492.2145491163046","3492.2145491163046","3492.2145491163046"
"499770","1946","1946","1946","3493.880660788859","3493.880660788859","3493.880660788859"
"499846","1947","1947","1947","3495.2291448659207","3495.2291448659207","3495.2291448659207"
"499922","1948","1948","1948","3496.349374498024","3496.349374498024","3496.349374498024"
"501021","1949","1949","1949","3551.3557127931826","3551.3557127931826","3551.3557127931826"
"501131","1950","1950","1950","3549.025014976083","3549.025014976083","3549.025014976083"
"501575","1951","1951","1951","3438.2449577038938","3438.2449577038938","3438.2449577038938"
"501644","1952","1952","1952","2799.2788783766755","2799.2788783766755","2799.2788783766755"
"501715","1953","1953","1953","2475.3274898260047","2475.3274898260047","2475.3274898260047"
"501788","1954","1954","1954","2449.2108922960933","2449.2108922960933","2449.2108922960933"
"501860","1955","1955","1955","2316.2362784493953","2316.2362784493953","2316.2362784493953"
"501938","1956","1956","1956","2263.373932234463","2263.373932234463","2263.373932234463"
"502015","1957","1957","1957","2263.736653462021","2263.736653462021","2263.736653462021"
"502094","1958","1958","1958","2265.1932439730913","2265.1932439730913","2265.1932439730913"
"502333","1959","1959","1959","2253.4305829239447","2253.4305829239447","2253.4305829239447"
"502408","1960","1960","1960","2220.640758550019","2220.640758550019","2220.640758550019"
"502482","1961","1961","1961","2211.5502990416776","2211.5502990416776","2211.5502990416776"
"502556","1962","1962","1962","2122.4363666407567","2122.4363666407567","2122.4363666407567"
"502637","1963","1963","1963","2123.0807617416153","2123.0807617416153","2123.0807617416153"
"502709","1964","1964","1964","2066.830677937852","2066.830677937852","2066.830677937852"
"502789","1965","1965","1965","1993.6088332722682","1993.6088332722682","1993.6088332722682"
"502865","1966","1966","1966","1986.2196113417272","1986.2196113417272","1986.2196113417272"
"502939","1967","1967","1967","1986.2656180695903","1986.2656180695903","1986.2656180695903"
"503006","1968","1968","1968","1985.8097049236533","1985.8097049236533","1985.8097049236533"
"504131","1969","1969","1969","1967.3397830332278","1967.3397830332278","1967.3397830332278"
"504388","1970","1970","1970","1942.9605959415628","1942.9605959415628","1942.9605959415628"
"504459","1971","1971","1971","1891.9487953462005","1891.9487953462005","1891.9487953462005"
"504517","1972","1972","1972","1889.7014203691078","1889.7014203691078","1889.7014203691078"
"504581","1973","1973","1973","1876.2639887746013","1876.2639887746013","1876.2639887746013"
"504647","1974","1974","1974","1773.0955266751585","1773.0955266751585","1773.0955266751585"
"504711","1975","1975","1975","1743.404066448983","1743.404066448983","1743.404066448983"
"504783","1976","1976","1976","1680.7040292134263","1680.7040292134263","1680.7040292134263"
"504850","1977","1977","1977","1584.1497851093272","1584.1497851093272","1584.1497851093272"
"504911","1978","1978","1978","1483.7312501138276","1483.7312501138276","1483.7312501138276"
"505761","1979","1979","1979","1443.2593960962954","1443.2593960962954","1443.2593960962954"
"508204","1980","1980","1980","1680.4768262436432","1680.4768262436432","1680.4768262436432"
"508434","1981","1981","1981","1656.4720735356268","1656.4720735356268","1656.4720735356268"
"508519","1982","1982","1982","1585.6546061537897","1585.6546061537897","1585.6546061537897"
"508579","1983","1983","1983","1522.9833545330825","1522.9833545330825","1522.9833545330825"
"508645","1984","1984","1984","1439.845079397358","1439.845079397358","1439.845079397358"
"508712","1985","1985","1985","1385.7615360974698","1385.7615360974698","1385.7615360974698"
"508786","1986","1986","1986","1263.8921667425777","1263.8921667425777","1263.8921667425777"
"508852","1987","1987","1987","1127.718367739234","1127.718367739234","1127.718367739234"
"508925","1988","1988","1988","1115.1512401597147","1115.1512401597147","1115.1512401597147"
"510283","1989","1989","1989","1182.9841415655962","1182.9841415655962","1182.9841415655962"
"510345","1990","1990","1990","1151.8669308965596","1151.8669308965596","1151.8669308965596"
"510405","1991","1991","1991","1104.150861361468","1104.150861361468","1104.150861361468"
"510470","1992","1992","1992","1032.7400131614427","1032.7400131614427","1032.7400131614427"
"510537","1993","1993","1993","931.8877626282999","931.8877626282999","931.8877626282999"
"510610","1994","1994","1994","931.2126591006659","931.2126591006659","931.2126591006659"
"510679","1995","1995","1995","928.4555355253931","928.4555355253931","928.4555355253931"
"510744","1996","1996","1996","927.7018843040621","927.7018843040621","927.7018843040621"
"510806","1997","1997","1997","926.5937549765159","926.5937549765159","926.5937549765159"
"510873","1998","1998","1998","926.7589634988042","926.7589634988042","926.7589634988042"
"511270","1999","1999","1999","851.6222941644154","851.6222941644154","851.6222941644154"
"511351","2000","2000","2000","850.524515885116","850.524515885116","850.524515885116"
"511408","2001","2001","2001","813.9134703719785","813.9134703719785","813.9134703719785"
"511462","2002","2002","2002","812.8953654033628","812.8953654033628","812.8953654033628"
"511518","2003","2003","2003","812.4999308563205","812.4999308563205","812.4999308563205"
"511572","2004","2004","2004","811.2422062990183","811.2422062990183","811.2422062990183"
"511627","2005","2005","2005","810.7586949090743","810.7586949090743","810.7586949090743"
"511686","2006","2006","2006","809.5618331036395","809.5618331036395","809.5618331036395"
"511741","2007","2007","2007","808.7660262676109","808.7660262676109","808.7660262676109"
"511791","2008","2008","2008","807.2486780661648","807.2486780661648","807.2486780661648"
"512098","2009","2009","2009","810.2320658273144","810.2320658273144","810.2320658273144"
"512162","2010","2010","2010","809.8619493902197","809.8619493902197","809.8619493902197"
"512227","2011","2011","2011","809.4971562969612","809.4971562969612","809.4971562969612"
"512293","2012","2012","2012","809.1825855446458","809.1825855446458","809.1825855446458"
"512348","2013","2013","2013","808.0446280272147","808.0446280272147","808.0446280272147"
"512394","2014","2014","2014","806.7168407004915","806.7168407004915","806.7168407004915"
"512437","2015","2015","2015","805.265884107982","805.265884107982","805.265884107982"
"512481","2016","2016","2016","803.6533200482601","803.6533200482601","803.6533200482601"
"512527","2017","2017","2017","802.5305974196167","802.5305974196167","802.5305974196167"
"512580","2018","2018","2018","801.7524098841291","801.7524098841291","801.7524098841291"
"512888","2019","2019","2019","704.2645936324886","704.2645936324886","704.2645936324886"
"512950","2020","2020","2020","685.4169445740529","685.4169445740529","685.4169445740529"
"513005","2021","2021","2021","684.893165348887","684.893165348887","684.893165348887"
"513055","2022","2022","2022","684.5336463159298","684.5336463159298","684.5336463159298"
"513104","2023","2023","2023","683.2189270353244","683.2189270353244","683.2189270353244"
"513152","2024","2024","2024","683.0241774200149","683.0241774200149","683.0241774200149"
"513199","2025","2025","2025","681.7707591095327","681.7707591095327","681.7707591095327"
"513246","2026","2026","2026","680.9404012897743","680.9404012897743","680.9404012897743"
"513293","2027","2027","2027","680.0070034864699","680.0070034864699","680.0070034864699"
"513346","2028","2028","2028","679.1048850078622","679.1048850078622","679.1048850078622"
"514264","2029","2029","2029","671.079313920143","671.079313920143","671.079313920143"
"514330","2030","2030","2030","408.9575660624588","408.9575660624588","408.9575660624588"
"514398","2031","2031","2031","388.7956807017749","388.7956807017749","388.7956807017749"
"514465","2032","2032","2032","387.3984242683297","387.3984242683297","387.3984242683297"
"514530","2033","2033","2033","387.72603167867254","387.72603167867254","387.72603167867254"
"514587","2034","2034","2034","387.1044457927481","387.1044457927481","387.1044457927481"
"514640","2035","2035","2035","386.62099711615673","386.62099711615673","386.62099711615673"
"514692","2036","2036","2036","385.2405433419064","385.2405433419064","385.2405433419064"
"514741","2037","2037","2037","384.73045438554954","384.73045438554954","384.73045438554954"
"514784","2038","2038","2038","383.0724545072888","383.0724545072888","383.0724545072888"
"514931","2039","2039","2039","277.00706573913453","277.00706573913453","277.00706573913453"
"515485","2040","2040","2040","330.36447825684985","330.36447825684985","330.36447825684985"
"516994","2041","2041","2041","459.1063133607059","459.1063133607059","459.1063133607059"
"517063","2042","2042","2042","459.1435624892175","459.1435624892175","459.1435624892175"
"517124","2043","2043","2043","459.23583919825086","459.23583919825086","459.23583919825086"
"517178","2044","2044","2044","458.1629008988573","458.1629008988573","458.1629008988573"
"517235","2045","2045","2045","458.00243483831696","458.00243483831696","458.00243483831696"
"517287","2046","2046","2046","457.11612278903124","457.11612278903124","457.11612278903124"
"517333","2047","2047","2047","456.53633631807475","456.53633631807475","456.53633631807475"
"517377","2048","2048","2048","455.1357859514109","455.1357859514109","455.1357859514109"
"518042","2049","2049","2049","479.5261439564632","479.5261439564632","479.5261439564632"
"518098","2050","2050","2050","478.419270800383","478.419270800383","478.419270800383"
"518158","2051","2051","2051","478.43795667236895","478.43795667236895","478.43795667236895"
"518225","2052","2052","2052","479.10778633996387","479.10778633996387","479.10778633996387"
"518280","2053","2053","2053","479.05064411371814","479.05064411371814","479.05064411371814"
"518338","2054","2054","2054","479.2106661511103","479.2106661511103","479.2106661511103"
"518395","2055","2055","2055","479.3416530083832","479.3416530083832","479.3416530083832"
"518452","2056","2056","2056","479.2649675341403","479.2649675341403","479.2649675341403"
"518502","2057","2057","2057","479.0898273047522","479.0898273047522","479.0898273047522"
"518554","2058","2058","2058","479.18480856579583","479.18480856579583","479.18480856579583"
"519051","2059","2059","2059","503.37593077165184","503.37593077165184","503.37593077165184"
"519105","2060","2060","2060","502.51827182955736","502.51827182955736","502.51827182955736"
"519156","2061","2061","2061","502.12578976843196","502.12578976843196","502.12578976843196"
"519211","2062","2062","2062","501.2216540901941","501.2216540901941","501.2216540901941"
"519265","2063","2063","2063","501.46806724823796","501.46806724823796","501.46806724823796"
"519317","2064","2064","2064","501.4519818957302","501.4519818957302","501.4519818957302"
"519372","2065","2065","2065","502.4194741446302","502.4194741446302","502.4194741446302"
"519429","2066","2066","2066","502.74870693628174","502.74870693628174","502.74870693628174"
"519482","2067","2067","2067","503.38147463864533","503.38147463864533","503.38147463864533"
"519528","2068","2068","2068","502.7961552007052","502.7961552007052","502.7961552007052"
"519763","2069","2069","2069","507.5455174855535","507.5455174855535","507.5455174855535"
"519856","2070","2070","2070","509.15577150584664","509.15577150584664","509.15577150584664"
"519917","2071","2071","2071","509.452446494792","509.452446494792","509.452446494792"
"519986","2072","2072","2072","510.42175030017546","510.42175030017546","510.42175030017546"
"520049","2073","2073","2073","511.13811904498647","511.13811904498647","511.13811904498647"
"520106","2074","2074","2074","511.6631820542261","511.6631820542261","511.6631820542261"
"520161","2075","2075","2075","511.9563809166469","511.9563809166469","511.9563809166469"
"520215","2076","2076","2076","512.302436046537","512.302436046537","512.302436046537"
"520267","2077","2077","2077","512.5030590380436","512.5030590380436","512.5030590380436"
"520319","2078","2078","2078","512.5255236913354","512.5255236913354","512.5255236913354"
"520518","2079","2079","2079","444.53194043614764","444.53194043614764","444.53194043614764"
"520570","2080","2080","2080","443.82021703991995","443.82021703991995","443.82021703991995"
"520619","2081","2081","2081","442.73794554353304","442.73794554353304","442.73794554353304"
"520668","2082","2082","2082","441.9496882676979","441.9496882676979","441.9496882676979"
"520721","2083","2083","2083","441.22511268995885","441.22511268995885","441.22511268995885"
"520772","2084","2084","2084","441.0927358410575","441.0927358410575","441.0927358410575"
"520824","2085","2085","2085","440.918416090733","440.918416090733","440.918416090733"
"520881","2086","2086","2086","441.3295627329624","441.3295627329624","441.3295627329624"
"520927","2087","2087","2087","441.08900884932933","441.08900884932933","441.08900884932933"
"520970","2088","2088","2088","441.0973053307615","441.0973053307615","441.0973053307615"
"521278","2089","2089","2089","464.55500472846114","464.55500472846114","464.55500472846114"
"521571","2090","2090","2090","438.1541810577078","438.1541810577078","438.1541810577078"
"521696","2091","2091","2091","312.9608072781312","312.9608072781312","312.9608072781312"
"521757","2092","2092","2092","312.20864575010035","312.20864575010035","312.20864575010035"
"521823","2093","2093","2093","312.9553328688899","312.9553328688899","312.9553328688899"
"521892","2094","2094","2094","313.4897278783073","313.4897278783073","313.4897278783073"
"521957","2095","2095","2095","314.1316052627323","314.1316052627323","314.1316052627323"
"522018","2096","2096","2096","314.2600556028643","314.2600556028643","314.2600556028643"
"522072","2097","2097","2097","314.82259903285916","314.82259903285916","314.82259903285916"
"522128","2098","2098","2098","315.2898192386485","315.2898192386485","315.2898192386485"
"522519","2099","2099","2099","284.30002149561767","284.30002149561767","284.30002149561767"
"522884","2100","2100","2100","312.5833380550886","312.5833380550886","312.5833380550886"
"522944","2101","2101","2101","313.21824718725026","313.21824718725026","313.21824718725026"
"522998","2102","2102","2102","312.05062058185837","312.05062058185837","312.05062058185837"
"523056","2103","2103","2103","312.6774202231859","312.6774202231859","312.6774202231859"
"523110","2104","2104","2104","312.03699217996325","312.03699217996325","312.03699217996325"
"523161","2105","2105","2105","312.1749750816431","312.1749750816431","312.1749750816431"
"523214","2106","2106","2106","311.5508640156226","311.5508640156226","311.5508640156226"
"523263","2107","2107","2107","311.85879032818923","311.85879032818923","311.85879032818923"
"523310","2108","2108","2108","311.27865461364524","311.27865461364524","311.27865461364524"
"523686","2109","2109","2109","310.35565045115675","310.35565045115675","310.35565045115675"
"524073","2110","2110","2110","352.8417917447963","352.8417917447963","352.8417917447963"
"524438","2111","2111","2111","382.10325869745293","382.10325869745293","382.10325869745293"
"524861","2112","2112","2112","414.83950829837426","414.83950829837426","414.83950829837426"
"524917","2113","2113","2113","414.4124724298664","414.4124724298664","414.4124724298664"
"524977","2114","2114","2114","415.25289679287994","415.25289679287994","415.25289679287994"
"525035","2115","2115","2115","414.86216176390707","414.86216176390707","414.86216176390707"
