"750","0","0","0","1128.2790735223311","1128.2790735223311","1128.2790735223311"
"838","1","1","1","204.78194184390068","204.78194184390068","204.78194184390068"
"914","2","2","2","180.36448089304045","180.36448089304045","180.36448089304045"
"974","3","3","3","152.59461890622748","152.59461890622748","152.59461890622748"
"1033","4","4","4","144.84358514980903","144.84358514980903","144.84358514980903"
"1088","5","5","5","141.30985704703815","141.30985704703815","141.30985704703815"
"1143","6","6","6","138.6242746076679","138.6242746076679","138.6242746076679"
"1205","7","7","7","154.92030802618638","154.92030802618638","154.92030802618638"
"1270","8","8","8","165.66628809450742","165.66628809450742","165.66628809450742"
"1595","9","9","9","752.4750861575762","752.4750861575762","752.4750861575762"
"2071","10","10","10","1430.4699451345352","1430.4699451345352","1430.4699451345352"
"2319","11","11","11","769.9873533890412","769.9873533890412","769.9873533890412"
"2600","12","12","12","794.6782701759881","794.6782701759881","794.6782701759881"
"2678","13","13","13","242.20787369939183","242.20787369939183","242.20787369939183"
"2766","14","14","14","227.53018915760717","227.53018915760717","227.53018915760717"
"2834","15","15","15","171.50261887652215","171.50261887652215","171.50261887652215"
"2914","16","16","16","192.4153723430857","192.4153723430857","192.4153723430857"
"2986","17","17","17","170.93615073929797","170.93615073929797","170.93615073929797"
"3070","18","18","18","219.9013316956757","219.9013316956757","219.9013316956757"
"3272","19","19","19","370.8263161597559","370.8263161597559","370.8263161597559"
"3328","20","20","20","124.61956948337246","124.61956948337246","124.61956948337246"
"3389","21","21","21","171.74787387549418","171.74787387549418","171.74787387549418"
"3444","22","22","22","125.09133737109492","125.09133737109492","125.09133737109492"
"3498","23","23","23","146.98574403087224","146.98574403087224","146.98574403087224"
"3555","24","24","24","133.1326669241016","133.1326669241016","133.1326669241016"
"3616","25","25","25","167.53498299412135","167.53498299412135","167.53498299412135"
"3676","26","26","26","137.02160948396067","137.02160948396067","137.02160948396067"
"3740","27","27","27","172.016409695144","172.016409695144","172.016409695144"
"3797","28","28","28","135.45677439878068","135.45677439878068","135.45677439878068"
