"step_idx","21_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - _step","21_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - _step__MIN","21_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - _step__MAX","21_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - train mean (50 episode rewards)","21_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - train mean (50 episode rewards)__MIN","21_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win_2090 - train mean (50 episode rewards)__MAX"
"57997","116","116","116","2120.025240439601","2120.025240439601","2120.025240439601"
"58097","117","117","117","2100.534435566784","2100.534435566784","2100.534435566784"
"58344","118","118","118","2100.156670862619","2100.156670862619","2100.156670862619"
"58873","119","119","119","2101.431595490411","2101.431595490411","2101.431595490411"
"59015","120","120","120","2080.258722870731","2080.258722870731","2080.258722870731"
"59185","121","121","121","2056.563221328275","2056.563221328275","2056.563221328275"
"59438","122","122","122","1939.02095059507","1939.02095059507","1939.02095059507"
"60361","123","123","123","1884.9775501842987","1884.9775501842987","1884.9775501842987"
"61258","124","124","124","1877.4830473140091","1877.4830473140091","1877.4830473140091"
"62170","125","125","125","1923.4979753111566","1923.4979753111566","1923.4979753111566"
"62918","126","126","126","1946.1168020010953","1946.1168020010953","1946.1168020010953"
"63902","127","127","127","2001.2651490622382","2001.2651490622382","2001.2651490622382"
"64718","128","128","128","2051.531842241691","2051.531842241691","2051.531842241691"
"66287","129","129","129","2159.0675832896986","2159.0675832896986","2159.0675832896986"
"66461","130","130","130","2019.8186569712677","2019.8186569712677","2019.8186569712677"
"66819","131","131","131","2023.6781396997915","2023.6781396997915","2023.6781396997915"
"67019","132","132","132","2017.4871537789084","2017.4871537789084","2017.4871537789084"
"67388","133","133","133","2024.2418100534871","2024.2418100534871","2024.2418100534871"
"67766","134","134","134","1996.7510909339471","1996.7510909339471","1996.7510909339471"
"68028","135","135","135","1979.941766732075","1979.941766732075","1979.941766732075"
"68513","136","136","136","1989.2274114555296","1989.2274114555296","1989.2274114555296"
"68846","137","137","137","2002.8586080988714","2002.8586080988714","2002.8586080988714"
"69069","138","138","138","1993.0923723492067","1993.0923723492067","1993.0923723492067"
"69363","139","139","139","1984.4443983180158","1984.4443983180158","1984.4443983180158"
"69558","140","140","140","1943.6848236212072","1943.6848236212072","1943.6848236212072"
"70456","141","141","141","1956.2720890085352","1956.2720890085352","1956.2720890085352"
"70954","142","142","142","1953.9334595288394","1953.9334595288394","1953.9334595288394"
"71218","143","143","143","1905.6349098248943","1905.6349098248943","1905.6349098248943"
"71815","144","144","144","1909.9508493453543","1909.9508493453543","1909.9508493453543"
"71916","145","145","145","1897.3384514991697","1897.3384514991697","1897.3384514991697"
"72490","146","146","146","1782.0097243927012","1782.0097243927012","1782.0097243927012"
"72909","147","147","147","1800.7570575033037","1800.7570575033037","1800.7570575033037"
"73691","148","148","148","1858.120589619627","1858.120589619627","1858.120589619627"
"73885","149","149","149","1826.4435403928285","1826.4435403928285","1826.4435403928285"
"75011","150","150","150","1879.5537580049945","1879.5537580049945","1879.5537580049945"
"76411","151","151","151","1919.7907831398438","1919.7907831398438","1919.7907831398438"
"76616","152","152","152","1925.7066148447423","1925.7066148447423","1925.7066148447423"
"76774","153","153","153","1907.552660263638","1907.552660263638","1907.552660263638"
"76870","154","154","154","1881.5504638025068","1881.5504638025068","1881.5504638025068"
"78103","155","155","155","1940.8101404101828","1940.8101404101828","1940.8101404101828"
"78778","156","156","156","1850.266806376569","1850.266806376569","1850.266806376569"
"79057","157","157","157","1859.4049356747769","1859.4049356747769","1859.4049356747769"
"79240","158","158","158","1846.0615234222203","1846.0615234222203","1846.0615234222203"
"79722","159","159","159","1851.929718900156","1851.929718900156","1851.929718900156"
"79838","160","160","160","1812.637050908649","1812.637050908649","1812.637050908649"
"80013","161","161","161","1792.4957524610907","1792.4957524610907","1792.4957524610907"
"80473","162","162","162","1760.9184754590947","1760.9184754590947","1760.9184754590947"
"80960","163","163","163","1722.1131746510384","1722.1131746510384","1722.1131746510384"
"81521","164","164","164","1752.5948240623134","1752.5948240623134","1752.5948240623134"
"81728","165","165","165","1747.2272725248054","1747.2272725248054","1747.2272725248054"
"81912","166","166","166","1754.4105913209473","1754.4105913209473","1754.4105913209473"
"83560","167","167","167","1878.7929098682566","1878.7929098682566","1878.7929098682566"
"83728","168","168","168","1873.7955423996145","1873.7955423996145","1873.7955423996145"
"83928","169","169","169","1846.5805751095238","1846.5805751095238","1846.5805751095238"
"84145","170","170","170","1852.6963825204068","1852.6963825204068","1852.6963825204068"
"84326","171","171","171","1858.0138344423206","1858.0138344423206","1858.0138344423206"
"85005","172","172","172","1887.4103534023373","1887.4103534023373","1887.4103534023373"
"85267","173","173","173","1842.2789700651608","1842.2789700651608","1842.2789700651608"
"85594","174","174","174","1812.7009669690626","1812.7009669690626","1812.7009669690626"
"86058","175","175","175","1779.3989465364152","1779.3989465364152","1779.3989465364152"
"86218","176","176","176","1735.8285737764306","1735.8285737764306","1735.8285737764306"
"86447","177","177","177","1677.7408656168843","1677.7408656168843","1677.7408656168843"
"87038","178","178","178","1655.539980517514","1655.539980517514","1655.539980517514"
"88059","179","179","179","1609.1256472352973","1609.1256472352973","1609.1256472352973"
"88491","180","180","180","1625.1940271867136","1625.1940271867136","1625.1940271867136"
"89262","181","181","181","1678.742810978766","1678.742810978766","1678.742810978766"
"89659","182","182","182","1692.1179324102989","1692.1179324102989","1692.1179324102989"
"89818","183","183","183","1683.8148392045523","1683.8148392045523","1683.8148392045523"
"90256","184","184","184","1697.5772375447634","1697.5772375447634","1697.5772375447634"
"90910","185","185","185","1727.9428406190389","1727.9428406190389","1727.9428406190389"
"91255","186","186","186","1720.1540828112054","1720.1540828112054","1720.1540828112054"
"91881","187","187","187","1738.147674292452","1738.147674292452","1738.147674292452"
"92136","188","188","188","1747.1074834395847","1747.1074834395847","1747.1074834395847"
"92315","189","189","189","1725.9900214425088","1725.9900214425088","1725.9900214425088"
"92432","190","190","190","1716.909907519962","1716.909907519962","1716.909907519962"
"92713","191","191","191","1678.7384970870448","1678.7384970870448","1678.7384970870448"
"92881","192","192","192","1653.3939544781813","1653.3939544781813","1653.3939544781813"
"93092","193","193","193","1651.1705553394104","1651.1705553394104","1651.1705553394104"
"93562","194","194","194","1642.1459015162543","1642.1459015162543","1642.1459015162543"
"93785","195","195","195","1652.9766389463894","1652.9766389463894","1652.9766389463894"
"93881","196","196","196","1623.099202120879","1623.099202120879","1623.099202120879"
"94065","197","197","197","1603.907473693678","1603.907473693678","1603.907473693678"
"94494","198","198","198","1567.021858916248","1567.021858916248","1567.021858916248"
"94662","199","199","199","1567.382499622333","1567.382499622333","1567.382499622333"
"95061","200","200","200","1519.2885744328805","1519.2885744328805","1519.2885744328805"
"95225","201","201","201","1428.77198056208","1428.77198056208","1428.77198056208"
"95382","202","202","202","1424.8565317746823","1424.8565317746823","1424.8565317746823"
"95532","203","203","203","1422.6843250297563","1422.6843250297563","1422.6843250297563"
"95786","204","204","204","1434.3079236863","1434.3079236863","1434.3079236863"
"96176","205","205","205","1377.137729514378","1377.137729514378","1377.137729514378"
"96439","206","206","206","1348.0285008520148","1348.0285008520148","1348.0285008520148"
"97618","207","207","207","1401.158137034341","1401.158137034341","1401.158137034341"
"97990","208","208","208","1419.8335020253567","1419.8335020253567","1419.8335020253567"
"98200","209","209","209","1399.4741540315233","1399.4741540315233","1399.4741540315233"
"98332","210","210","210","1401.8472914389945","1401.8472914389945","1401.8472914389945"
"98456","211","211","211","1397.57237057321","1397.57237057321","1397.57237057321"
"98676","212","212","212","1377.6693997761217","1377.6693997761217","1377.6693997761217"
"98909","213","213","213","1360.8158666228119","1360.8158666228119","1360.8158666228119"
"99070","214","214","214","1329.3249573306703","1329.3249573306703","1329.3249573306703"
"99210","215","215","215","1321.5095735674954","1321.5095735674954","1321.5095735674954"
"99334","216","216","216","1315.7055909276385","1315.7055909276385","1315.7055909276385"
"99974","217","217","217","1242.1176442325768","1242.1176442325768","1242.1176442325768"
"100168","218","218","218","1254.3340006446153","1254.3340006446153","1254.3340006446153"
"100700","219","219","219","1280.3432970036022","1280.3432970036022","1280.3432970036022"
"101363","220","220","220","1327.1670820772258","1327.1670820772258","1327.1670820772258"
"101771","221","221","221","1344.510697156291","1344.510697156291","1344.510697156291"
"101946","222","222","222","1308.0461587228992","1308.0461587228992","1308.0461587228992"
"102065","223","223","223","1301.3902811916676","1301.3902811916676","1301.3902811916676"
"102466","224","224","224","1295.9869673000276","1295.9869673000276","1295.9869673000276"
"102601","225","225","225","1271.3762334050639","1271.3762334050639","1271.3762334050639"
"103898","226","226","226","1347.1635094317107","1347.1635094317107","1347.1635094317107"
"104179","227","227","227","1357.0804455811292","1357.0804455811292","1357.0804455811292"
"104376","228","228","228","1328.7974710549552","1328.7974710549552","1328.7974710549552"
"104589","229","229","229","1262.1735137760652","1262.1735137760652","1262.1735137760652"
"104683","230","230","230","1237.8674511174372","1237.8674511174372","1237.8674511174372"
"105153","231","231","231","1200.9360746031018","1200.9360746031018","1200.9360746031018"
"105347","232","232","232","1188.3962832127393","1188.3962832127393","1188.3962832127393"
"105489","233","233","233","1186.705922886511","1186.705922886511","1186.705922886511"
"105618","234","234","234","1156.719352823577","1156.719352823577","1156.719352823577"
"106069","235","235","235","1143.6944613756857","1143.6944613756857","1143.6944613756857"
"106366","236","236","236","1140.4065495904003","1140.4065495904003","1140.4065495904003"
"106498","237","237","237","1108.0617943817906","1108.0617943817906","1108.0617943817906"
"106697","238","238","238","1099.847690767148","1099.847690767148","1099.847690767148"
"106936","239","239","239","1108.0069328841644","1108.0069328841644","1108.0069328841644"
"107352","240","240","240","1130.9076151210327","1130.9076151210327","1130.9076151210327"
"107476","241","241","241","1115.7332450381014","1115.7332450381014","1115.7332450381014"
"107807","242","242","242","1143.3468137413563","1143.3468137413563","1143.3468137413563"
"107968","243","243","243","1139.6006418480015","1139.6006418480015","1139.6006418480015"
"108629","244","244","244","1161.0822379273795","1161.0822379273795","1161.0822379273795"
"108748","245","245","245","1153.6480679960994","1153.6480679960994","1153.6480679960994"
"109323","246","246","246","1183.8486534201213","1183.8486534201213","1183.8486534201213"
"109701","247","247","247","1193.2824811710275","1193.2824811710275","1193.2824811710275"
"109887","248","248","248","1175.2026508563033","1175.2026508563033","1175.2026508563033"
"110087","249","249","249","1177.6338669317786","1177.6338669317786","1177.6338669317786"
"110182","250","250","250","1158.2079715559512","1158.2079715559512","1158.2079715559512"
"110609","251","251","251","1183.0509378242155","1183.0509378242155","1183.0509378242155"
"110716","252","252","252","1179.294728212136","1179.294728212136","1179.294728212136"
"111186","253","253","253","1215.051657398543","1215.051657398543","1215.051657398543"
"111543","254","254","254","1223.6042612074168","1223.6042612074168","1223.6042612074168"
"111825","255","255","255","1220.16493999805","1220.16493999805","1220.16493999805"
"112081","256","256","256","1217.7654614392297","1217.7654614392297","1217.7654614392297"
"112216","257","257","257","1151.5927881053724","1151.5927881053724","1151.5927881053724"
"112712","258","258","258","1158.1005837108162","1158.1005837108162","1158.1005837108162"
"113253","259","259","259","1190.7466886924124","1190.7466886924124","1190.7466886924124"
"113362","260","260","260","1188.9790253763679","1188.9790253763679","1188.9790253763679"
"113621","261","261","261","1196.1859309232213","1196.1859309232213","1196.1859309232213"
"113799","262","262","262","1190.5372450720963","1190.5372450720963","1190.5372450720963"
"113897","263","263","263","1180.3825868107308","1180.3825868107308","1180.3825868107308"
"114204","264","264","264","1189.9493228922734","1189.9493228922734","1189.9493228922734"
"114411","265","265","265","1197.9455528838057","1197.9455528838057","1197.9455528838057"
"114506","266","266","266","1194.5925120674033","1194.5925120674033","1194.5925120674033"
"114637","267","267","267","1150.0006685576147","1150.0006685576147","1150.0006685576147"
"114925","268","268","268","1145.0023562722993","1145.0023562722993","1145.0023562722993"
"115653","269","269","269","1165.708482559384","1165.708482559384","1165.708482559384"
"115757","270","270","270","1108.0043092510152","1108.0043092510152","1108.0043092510152"
"115969","271","271","271","1099.5673181600575","1099.5673181600575","1099.5673181600575"
"116114","272","272","272","1098.106959511785","1098.106959511785","1098.106959511785"
"116231","273","273","273","1098.4914368185093","1098.4914368185093","1098.4914368185093"
"116524","274","274","274","1094.5823840023338","1094.5823840023338","1094.5823840023338"
"117330","275","275","275","1151.1759080152365","1151.1759080152365","1151.1759080152365"
"117478","276","276","276","1075.7783803891587","1075.7783803891587","1075.7783803891587"
"117731","277","277","277","1063.1658574996168","1063.1658574996168","1063.1658574996168"
"118005","278","278","278","1069.8456294251196","1069.8456294251196","1069.8456294251196"
"118193","279","279","279","1067.4464098703118","1067.4464098703118","1067.4464098703118"
"118373","280","280","280","1076.3307792339633","1076.3307792339633","1076.3307792339633"
"118938","281","281","281","1072.8407270991222","1072.8407270991222","1072.8407270991222"
"119113","282","282","282","1066.284546351163","1066.284546351163","1066.284546351163"
"119217","283","283","283","1064.0503393555377","1064.0503393555377","1064.0503393555377"
"119428","284","284","284","1072.2395437499474","1072.2395437499474","1072.2395437499474"
"119530","285","285","285","1039.6332192458356","1039.6332192458356","1039.6332192458356"
"119689","286","286","286","1023.0987494309453","1023.0987494309453","1023.0987494309453"
"120343","287","287","287","1070.721393606411","1070.721393606411","1070.721393606411"
"120558","288","288","288","1072.441094998653","1072.441094998653","1072.441094998653"
"120735","289","289","289","1067.358556107297","1067.358556107297","1067.358556107297"
"120887","290","290","290","1051.170224637458","1051.170224637458","1051.170224637458"
"121126","291","291","291","1061.491941566234","1061.491941566234","1061.491941566234"
"121412","292","292","292","1046.1787313054954","1046.1787313054954","1046.1787313054954"
"121740","293","293","293","1056.9985499777142","1056.9985499777142","1056.9985499777142"
"122042","294","294","294","1030.3332103488435","1030.3332103488435","1030.3332103488435"
"122434","295","295","295","1050.1126602806498","1050.1126602806498","1050.1126602806498"
"123065","296","296","296","1073.9037870861866","1073.9037870861866","1073.9037870861866"
"124052","297","297","297","1139.245614919127","1139.245614919127","1139.245614919127"
"124657","298","298","298","1190.744144446874","1190.744144446874","1190.744144446874"
"124829","299","299","299","1190.6192411459406","1190.6192411459406","1190.6192411459406"
"125016","300","300","300","1200.1642753673905","1200.1642753673905","1200.1642753673905"
"125175","301","301","301","1177.7479009707795","1177.7479009707795","1177.7479009707795"
"125351","302","302","302","1183.2930578046314","1183.2930578046314","1183.2930578046314"
"126289","303","303","303","1225.1980072479573","1225.1980072479573","1225.1980072479573"
"126476","304","304","304","1213.296745044938","1213.296745044938","1213.296745044938"
"126784","305","305","305","1209.3871846794518","1209.3871846794518","1209.3871846794518"
"127254","306","306","306","1224.758306051126","1224.758306051126","1224.758306051126"
"127463","307","307","307","1231.545169281022","1231.545169281022","1231.545169281022"
"128783","308","308","308","1301.0111936495744","1301.0111936495744","1301.0111936495744"
"128937","309","309","309","1266.0774401259212","1266.0774401259212","1266.0774401259212"
"129317","310","310","310","1279.9502538168904","1279.9502538168904","1279.9502538168904"
"129504","311","311","311","1279.0990752268697","1279.0990752268697","1279.0990752268697"
"129661","312","312","312","1280.070927990474","1280.070927990474","1280.070927990474"
"129801","313","313","313","1285.838970767166","1285.838970767166","1285.838970767166"
"130085","314","314","314","1286.5235995993578","1286.5235995993578","1286.5235995993578"
"130394","315","315","315","1294.1265507598894","1294.1265507598894","1294.1265507598894"
"130621","316","316","316","1302.9715646836908","1302.9715646836908","1302.9715646836908"
"130986","317","317","317","1326.9293716758216","1326.9293716758216","1326.9293716758216"
"131230","318","318","318","1328.0533560708584","1328.0533560708584","1328.0533560708584"
"131359","319","319","319","1274.8621420049058","1274.8621420049058","1274.8621420049058"
"132157","320","320","320","1341.2014160161978","1341.2014160161978","1341.2014160161978"
"132264","321","321","321","1327.7592953096464","1327.7592953096464","1327.7592953096464"
"132428","322","322","322","1328.6855152547441","1328.6855152547441","1328.6855152547441"
"133150","323","323","323","1373.8189590130457","1373.8189590130457","1373.8189590130457"
"133370","324","324","324","1369.1002936003179","1369.1002936003179","1369.1002936003179"
"133674","325","325","325","1319.0740768003711","1319.0740768003711","1319.0740768003711"
"133828","326","326","326","1321.7353558362156","1321.7353558362156","1321.7353558362156"
"133966","327","327","327","1318.8616098656355","1318.8616098656355","1318.8616098656355"
"134347","328","328","328","1329.4508031429827","1329.4508031429827","1329.4508031429827"
"134551","329","329","329","1332.229044612125","1332.229044612125","1332.229044612125"
"134675","330","330","330","1330.37990449972","1330.37990449972","1330.37990449972"
"134775","331","331","331","1300.0580477882245","1300.0580477882245","1300.0580477882245"
"135022","332","332","332","1310.0213771838646","1310.0213771838646","1310.0213771838646"
"135317","333","333","333","1320.908554120158","1320.908554120158","1320.908554120158"
"135533","334","334","334","1319.488483204846","1319.488483204846","1319.488483204846"
"135933","335","335","335","1344.220070804978","1344.220070804978","1344.220070804978"
"136984","336","336","336","1432.5881381376864","1432.5881381376864","1432.5881381376864"
"137290","337","337","337","1402.1146661407665","1402.1146661407665","1402.1146661407665"
"137902","338","338","338","1432.2520224322286","1432.2520224322286","1432.2520224322286"
"138475","339","339","339","1456.802891228094","1456.802891228094","1456.802891228094"
"138678","340","340","340","1457.3769413535053","1457.3769413535053","1457.3769413535053"
"139101","341","341","341","1481.2391749056715","1481.2391749056715","1481.2391749056715"
"139674","342","342","342","1496.0395119323612","1496.0395119323612","1496.0395119323612"
"140109","343","343","343","1510.8238754900913","1510.8238754900913","1510.8238754900913"
"140679","344","344","344","1515.5001816398103","1515.5001816398103","1515.5001816398103"
"141251","345","345","345","1532.3341862092554","1532.3341862092554","1532.3341862092554"
"141470","346","346","346","1494.9365901679512","1494.9365901679512","1494.9365901679512"
"141557","347","347","347","1412.373984587892","1412.373984587892","1412.373984587892"
"141719","348","348","348","1362.3302854561073","1362.3302854561073","1362.3302854561073"
"141914","349","349","349","1358.5435421211168","1358.5435421211168","1358.5435421211168"
"142421","350","350","350","1389.1736297431378","1389.1736297431378","1389.1736297431378"
"142807","351","351","351","1415.3708188477685","1415.3708188477685","1415.3708188477685"
"144002","352","352","352","1504.2457597665843","1504.2457597665843","1504.2457597665843"
"144607","353","353","353","1463.9440665085851","1463.9440665085851","1463.9440665085851"
"144838","354","354","354","1469.166097917471","1469.166097917471","1469.166097917471"
"145344","355","355","355","1488.9066049581559","1488.9066049581559","1488.9066049581559"
"145562","356","356","356","1475.136290274625","1475.136290274625","1475.136290274625"
"145733","357","357","357","1470.5566559820377","1470.5566559820377","1470.5566559820377"
